leiden_res_0_02,pct_counts_mt,total_counts,doublet_score,predicted_doublet
0,16.894756,5312.7495,0.051870243291584434,0.0018433179723502304
1,8.153991,9915.986,0.058744942872563,0.026525198938992044
2,12.465887,5094.8335,0.04359604657548062,0.024691358024691357
3,0.43587866,14169.507,0.016078389588822524,0.0005681818181818182
4,4.9790764,20563.453,0.08434092867381952,0.05632183908045977
