ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0009414	response to water deprivation	334	0.475785379923697	1.96675983187748	2.40022657235534e-10	2.30421750946113e-07	2.03513947792866e-07	1652	tags=27%, list=11%, signal=25%	AT2G42540/AT3G46970/AT2G39800/AT1G52400/AT3G29320/AT5G52310/AT2G15970/AT2G16600/AT4G39730/AT3G05640/AT1G20450/AT4G30960/AT1G54100/AT5G66400/AT3G12490/AT1G76180/AT1G02820/AT5G23010/AT2G22430/AT1G02205/AT5G66880/AT1G29395/AT2G41870/AT1G67360/AT5G63980/AT3G27690/AT5G07690/AT2G38750/AT1G02930/AT5G24030/AT2G44060/AT2G37760/AT2G46680/AT2G17840/AT4G39950/AT5G15970/AT5G40390/AT2G37180/AT5G27930/AT4G35300/AT3G25760/AT2G37770/AT5G57050/AT4G36020/AT2G05070/AT1G51140/AT5G03190/AT1G35720/AT5G13750/AT1G78080/AT3G50500/AT1G10370/AT3G45140/AT2G21620/AT3G11410/AT4G00630/AT2G40130/AT2G40880/AT5G04280/AT3G05500/AT5G50430/AT5G47100/AT4G34240/AT1G64660/AT2G29970/AT2G32150/AT1G44170/AT5G47120/AT1G49230/AT2G20880/AT5G25610/AT1G74520/AT5G07700/AT1G79600/AT4G17615/AT5G59320/AT4G24960/AT2G05100/AT4G34000/AT2G25625/AT2G31870/AT2G38760/AT1G78380/AT5G58070/AT5G65020/AT2G26740/AT1G16060/AT5G15960/AT5G09410/AT1G31690
GO:0001101	response to acid chemical	359	0.463508801129514	1.93214848908211	1.70143356658357e-10	2.30421750946113e-07	2.03513947792866e-07	1652	tags=26%, list=11%, signal=24%	AT2G42540/AT3G46970/AT2G39800/AT1G52400/AT3G29320/AT5G52310/AT2G15970/AT2G16600/AT4G39730/AT3G05640/AT1G20450/AT4G30960/AT1G54100/AT5G66400/AT3G12490/AT1G76180/AT1G02820/AT5G23010/AT2G22430/AT1G02205/AT5G66880/AT1G29395/AT2G41870/AT1G67360/AT5G63980/AT3G27690/AT5G07690/AT2G38750/AT1G02930/AT5G24030/AT2G44060/AT2G37760/AT2G46680/AT2G17840/AT4G39950/AT5G15970/AT5G40390/AT2G37180/AT5G27930/AT4G35300/AT3G25760/AT2G37770/AT5G57050/AT4G36020/AT2G05070/AT1G51140/AT5G03190/AT1G35720/AT5G13750/AT1G78080/AT3G50500/AT1G10370/AT3G45140/AT2G21620/AT3G11410/AT4G00630/AT2G40130/AT3G45640/AT2G40880/AT5G04280/AT3G05500/AT2G32390/AT5G50430/AT5G47100/AT4G34240/AT1G64660/AT2G29970/AT2G32150/AT1G44170/AT5G47120/AT1G49230/AT2G20880/AT5G25610/AT1G74520/AT5G07700/AT1G79600/AT1G42540/AT4G17615/AT5G59320/AT4G24960/AT2G05100/AT4G34000/AT2G25625/AT2G31870/AT2G38760/AT1G78380/AT5G58070/AT5G65020/AT2G26740/AT1G16060/AT5G15960/AT5G09410/AT1G31690
GO:0009415	response to water	341	0.466278876378098	1.93052735570803	7.17745678096903e-10	4.59357233982018e-07	4.05715188566355e-07	1652	tags=26%, list=11%, signal=24%	AT2G42540/AT3G46970/AT2G39800/AT1G52400/AT3G29320/AT5G52310/AT2G15970/AT2G16600/AT4G39730/AT3G05640/AT1G20450/AT4G30960/AT1G54100/AT5G66400/AT3G12490/AT1G76180/AT1G02820/AT5G23010/AT2G22430/AT1G02205/AT5G66880/AT1G29395/AT2G41870/AT1G67360/AT5G63980/AT3G27690/AT5G07690/AT2G38750/AT1G02930/AT5G24030/AT2G44060/AT2G37760/AT2G46680/AT2G17840/AT4G39950/AT5G15970/AT5G40390/AT2G37180/AT5G27930/AT4G35300/AT3G25760/AT2G37770/AT5G57050/AT4G36020/AT2G05070/AT1G51140/AT5G03190/AT1G35720/AT5G13750/AT1G78080/AT3G50500/AT1G10370/AT3G45140/AT2G21620/AT3G11410/AT4G00630/AT2G40130/AT2G40880/AT5G04280/AT3G05500/AT5G50430/AT5G47100/AT4G34240/AT1G64660/AT2G29970/AT2G32150/AT1G44170/AT5G47120/AT1G49230/AT2G20880/AT5G25610/AT1G74520/AT5G07700/AT1G79600/AT4G17615/AT5G59320/AT4G24960/AT2G05100/AT4G34000/AT2G25625/AT2G31870/AT2G38760/AT1G78380/AT5G58070/AT5G65020/AT2G26740/AT1G16060/AT5G15960/AT5G09410/AT1G31690
GO:0019760	glucosinolate metabolic process	77	0.640373317656742	2.18202712388567	5.03662226598225e-08	2.41757868767148e-05	2.13526275539406e-05	1590	tags=44%, list=10%, signal=40%	AT1G52400/AT3G58990/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G44490/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT1G54040/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT4G30530/AT1G16400/AT2G22840/AT2G43100/AT3G19710/AT1G62540/AT5G63790/AT5G07700/AT3G14210/AT4G31500/AT3G03640/AT5G25980/AT1G62570/AT1G12140
GO:1901657	glycosyl compound metabolic process	100	0.587968849674115	2.10729469720812	7.4437314333316e-08	2.85839287039934e-05	2.5246002819152e-05	1818	tags=38%, list=12%, signal=34%	AT1G52400/AT3G58990/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G44490/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT1G54040/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT4G30530/AT1G16400/AT2G22840/AT2G43100/AT3G19710/AT1G62540/AT2G32150/AT3G46940/AT5G63790/AT5G07700/AT3G14210/AT4G31500/AT3G03640/AT5G25980/AT1G62570/AT1G12140/AT4G13430/AT1G03110
GO:0006790	sulfur compound metabolic process	268	0.45672965917976	1.84609680560161	1.25692446337071e-07	4.02215828278626e-05	3.55246545700036e-05	1590	tags=27%, list=10%, signal=25%	AT1G52400/AT3G03780/AT5G28030/AT1G19570/AT3G58990/AT4G12030/AT2G30860/AT3G22200/AT1G19550/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G44490/AT2G25450/AT5G14200/AT5G63980/AT1G74090/AT5G07690/AT4G39940/AT1G53580/AT2G20610/AT1G02930/AT1G16410/AT2G36880/AT4G39950/AT1G54040/AT1G18590/AT4G13770/AT1G65860/AT1G78370/AT5G61420/AT1G10370/AT3G23810/AT4G30530/AT1G16400/AT4G00520/AT3G45640/AT2G22840/AT2G43100/AT1G49820/AT3G19710/AT1G64660/AT1G31230/AT1G62540/AT3G56040/AT3G03190/AT5G17920/AT5G63790/AT5G07700/AT3G14210/AT4G14716/AT1G02880/AT4G31500/AT4G29210/AT4G35360/AT2G02390/AT5G54770/AT5G41580/AT3G59760/AT3G54250/AT3G03640/AT1G19920/AT4G17830/AT1G08030/AT1G17190/AT4G04610/AT4G33030/AT1G78380/AT5G25980/AT1G62570/AT3G21220/AT1G12140
GO:1901135	carbohydrate derivative metabolic process	433	0.402712649065897	1.70444495254834	1.58451202063532e-07	4.34609011374258e-05	3.83856972217067e-05	2541	tags=26%, list=17%, signal=22%	AT1G52400/AT4G26530/AT3G58990/AT1G03310/AT4G12030/AT3G02230/AT5G08570/AT1G43670/AT5G11670/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G44490/AT2G25450/AT5G66420/AT5G14200/AT2G39930/AT1G74090/AT5G07690/AT3G03250/AT4G39940/AT2G20610/AT5G56630/AT2G19860/AT1G16410/AT1G54040/AT5G41670/AT5G28910/AT1G18590/AT3G10370/AT4G13770/AT1G65860/AT5G03650/AT5G61420/AT3G52990/AT4G02260/AT1G16300/AT4G30530/AT1G16400/AT2G22840/AT2G43100/AT1G63000/AT3G19710/AT1G13440/AT1G62540/AT2G32150/AT3G56040/AT3G47540/AT3G46940/AT4G09650/AT5G63790/AT5G07700/AT3G14210/AT4G17360/AT5G24300/AT3G29360/AT3G04120/AT3G02360/AT3G05630/AT4G31500/AT3G55440/AT1G79550/AT1G08200/AT3G03640/AT2G13290/AT1G76400/AT1G12990/AT3G57630/AT1G08030/AT4G09320/AT2G31870/AT1G32440/AT4G24620/AT3G17940/AT4G33030/AT5G25980/AT1G62570/AT1G27120/AT3G57170/AT1G12140/AT2G27860/AT3G01380/AT2G39770/AT3G27300/AT1G54130/AT4G29130/AT5G52560/AT4G13430/AT1G03110/AT5G15650/AT2G22330/AT2G36390/AT4G11010/AT1G68760/AT3G54470/AT5G08680/AT2G42390/AT4G37400/AT1G24100/AT5G26667/AT3G27540/AT2G41540/AT2G45790/AT1G11720/AT3G09820/AT5G44070/AT2G11810/AT5G53340/AT3G54050/AT3G10620
GO:0016144	S-glycoside biosynthetic process	41	0.723444221627271	2.20594841918608	2.27564230696761e-07	4.85470358819756e-05	4.28778918891791e-05	1969	tags=66%, list=13%, signal=58%	AT3G58990/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT1G16400/AT2G43100/AT3G19710/AT1G62540/AT5G07700/AT4G31500/AT1G62570/AT1G12140/AT4G13430/AT2G22330
GO:0019761	glucosinolate biosynthetic process	41	0.723444221627271	2.20594841918608	2.27564230696761e-07	4.85470358819756e-05	4.28778918891791e-05	1969	tags=66%, list=13%, signal=58%	AT3G58990/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT1G16400/AT2G43100/AT3G19710/AT1G62540/AT5G07700/AT4G31500/AT1G62570/AT1G12140/AT4G13430/AT2G22330
GO:0015980	energy derivation by oxidation of organic compounds	175	0.501573314232197	1.93314490640062	2.80994060678451e-07	5.39508596502626e-05	4.765067702663e-05	2399	tags=27%, list=16%, signal=23%	AT3G46970/AT5G50950/AT3G29320/AT4G39210/AT4G26530/AT1G03310/AT5G08570/AT3G22370/AT2G39930/AT3G03250/AT5G56630/AT2G19860/AT2G21590/AT1G53310/AT5G43330/AT2G36220/AT3G52990/AT4G05020/AT1G16300/AT5G15090/AT1G13440/AT3G15840/AT3G04120/AT3G27240/AT3G06310/AT3G55440/AT1G79550/AT2G42790/AT4G35830/AT1G32440/AT4G24620/AT2G05710/AT5G19220/AT4G29130/AT4G01100/AT1G27680/AT1G04410/AT5G55070/AT4G26910/AT2G20420/AT5G40810/AT5G40650/AT5G08680/AT3G52730/AT1G65290/AT4G35260/AT4G26970/AT3G10020
GO:1901659	glycosyl compound biosynthetic process	49	0.695622088028644	2.2003930064721	4.3177093673122e-07	7.53636544112675e-05	6.65629645046886e-05	1969	tags=57%, list=13%, signal=50%	AT3G58990/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT1G16400/AT2G43100/AT3G19710/AT1G62540/AT2G32150/AT5G07700/AT4G31500/AT1G62570/AT1G12140/AT4G13430/AT2G22330
GO:0006091	generation of precursor metabolites and energy	362	0.416246271108999	1.73389338682602	9.89253587483656e-07	0.000158280573997385	0.000139797151704927	2837	tags=28%, list=19%, signal=23%	AT3G46970/AT5G50950/AT3G29320/AT4G39210/AT4G26530/AT1G03310/AT3G54890/AT5G08570/AT3G22370/AT5G11670/AT3G47470/AT2G39930/AT3G27690/AT3G03250/AT1G61520/AT5G56630/AT5G54270/AT2G19860/AT2G34420/AT4G04020/AT5G01500/AT5G41670/AT4G15510/AT5G57050/AT2G21590/AT2G05070/AT1G53310/AT1G77510/AT5G43330/AT2G36220/AT3G52990/AT1G08380/AT4G05020/AT1G16300/AT5G15090/AT1G29910/AT1G13440/AT2G46820/AT2G30570/AT5G57030/AT4G09650/AT4G05450/AT3G15840/AT1G15820/AT3G04120/AT3G02360/AT3G27240/AT3G06310/AT3G55440/AT5G01530/AT2G05100/AT1G79550/AT2G42790/AT5G59400/AT1G06680/AT4G35830/AT1G32440/AT4G24620/AT2G05710/AT4G05180/AT3G27300/AT3G55250/AT5G19220/AT2G34430/AT4G29130/AT4G01100/AT1G77090/AT1G27680/AT1G04410/AT5G64040/AT4G10340/AT1G78995/AT1G03600/AT5G55070/AT4G26910/AT2G20420/AT5G40810/AT5G40650/AT3G16250/AT4G11960/AT5G08680/AT3G52730/AT1G65290/AT1G67740/AT4G35260/AT3G50820/AT4G26970/AT3G10020/AT3G61470/AT1G54780/AT3G54050/AT5G48300/AT3G45300/AT5G09600/AT5G18800/AT5G42270/AT3G08940/AT5G13440/AT1G32070/AT1G55670
GO:0044272	sulfur compound biosynthetic process	134	0.52819308681489	1.96524308862128	1.31869308649573e-06	0.000194760825082447	0.000172017373469201	1590	tags=31%, list=10%, signal=28%	AT3G03780/AT5G28030/AT3G58990/AT4G12030/AT3G22200/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT2G36880/AT4G39950/AT1G18590/AT4G13770/AT1G65860/AT5G61420/AT4G30530/AT1G16400/AT3G45640/AT2G43100/AT1G49820/AT3G19710/AT1G31230/AT1G62540/AT3G56040/AT5G17920/AT5G07700/AT1G02880/AT4G31500/AT4G35360/AT5G54770/AT3G59760/AT4G33030/AT1G62570/AT1G12140
GO:0006568	L-tryptophan metabolic process	25	0.790326052832049	2.17176799389791	1.42786301039007e-06	0.000195821212853495	0.000172953933063038	2559	tags=64%, list=17%, signal=53%	AT5G60890/AT4G39950/AT2G04400/AT3G28930/AT5G54810/AT3G54640/AT5G17990/AT4G31500/AT2G29690/AT4G27070/AT1G07780/AT5G05590/AT2G22330/AT1G69370/AT5G38530/AT4G34180
GO:0009409	response to cold	335	0.413039397213709	1.70799891669425	1.88068320768736e-06	0.000240727450583982	0.000212616185795392	1631	tags=25%, list=11%, signal=23%	AT2G42540/AT2G43010/AT3G25770/AT5G50950/AT2G42530/AT4G27310/AT5G52310/AT2G15970/AT4G39730/AT1G20450/AT3G02870/AT3G54890/AT5G38480/AT4G26080/AT3G22370/AT5G66400/AT3G12490/AT1G76180/AT1G20620/AT4G39260/AT3G47470/AT3G16690/AT2G42200/AT1G22770/AT1G29395/AT1G10760/AT5G63980/AT3G27690/AT2G38750/AT2G45660/AT1G61520/AT2G37760/AT4G04020/AT5G63320/AT2G17840/AT5G15970/AT4G35300/AT2G37770/AT5G11790/AT3G17020/AT4G36020/AT2G05070/AT3G53990/AT1G35720/AT5G01600/AT1G78080/AT3G11410/AT5G15090/AT4G35790/AT3G45640/AT2G22840/AT2G40880/AT5G04280/AT1G09350/AT2G20990/AT1G20823/AT3G22840/AT1G53240/AT1G49230/AT1G74520/AT4G09650/AT5G47230/AT3G49260/AT3G55280/AT2G28900/AT4G17615/AT3G59060/AT4G16150/AT4G24960/AT2G05100/AT1G15950/AT5G54770/AT1G29390/AT5G54470/AT3G61950/AT4G04800/AT1G17190/AT1G01140/AT2G38760/AT5G58070/AT5G65020/AT5G15960/AT5G09410
GO:0009611	response to wounding	186	0.478213508848303	1.86029154581489	2.57962749723336e-06	0.000309555299668004	0.000273406572239668	1313	tags=24%, list=9%, signal=22%	AT4G23600/AT5G47240/AT5G52310/AT1G18150/AT5G44420/AT4G39980/AT3G01310/AT4G12030/AT5G44575/AT2G46370/AT1G02205/AT5G09810/AT1G20510/AT5G14200/AT5G07690/AT3G17800/AT1G17420/AT1G19180/AT5G24770/AT3G44860/AT5G52320/AT2G20340/AT3G51450/AT1G78080/AT3G45140/AT4G02260/AT1G19640/AT4G22880/AT2G43530/AT3G45640/AT1G72920/AT2G20990/AT3G19710/AT1G72450/AT1G55020/AT5G46590/AT4G08170/AT1G76650/AT5G07700/AT1G42540/AT2G28900/AT5G47910/AT5G48150/AT2G06050/AT5G42650
GO:0009269	response to desiccation	18	0.838960192415438	2.13865103085387	2.74865846603144e-06	0.000310436720869433	0.000274185064320536	1267	tags=72%, list=8%, signal=66%	AT2G39800/AT5G52310/AT1G54100/AT1G76180/AT3G27690/AT2G44060/AT2G37180/AT3G25760/AT2G05070/AT2G21620/AT1G44170/AT5G25610/AT2G05100
GO:0006576	biogenic amine metabolic process	39	0.684934277191862	2.06991833009313	6.86212417736497e-06	0.000731959912252263	0.000646484330393858	2564	tags=62%, list=17%, signal=51%	AT2G43020/AT4G08870/AT1G65840/AT5G60890/AT2G04400/AT3G18000/AT5G53120/AT5G54810/AT3G54640/AT1G09240/AT5G17990/AT5G04950/AT4G31500/AT2G29690/AT4G27070/AT1G07780/AT4G08900/AT5G05590/AT5G08170/AT1G56430/AT1G69370/AT5G38530/AT5G19530/AT3G25570
GO:0009625	response to insect	34	0.708188142609672	2.09993963897171	7.89694302107148e-06	0.000798006873708276	0.000704818571021948	1229	tags=44%, list=8%, signal=41%	AT1G52400/AT5G44420/AT5G44575/AT5G23010/AT5G07690/AT5G24770/AT1G16410/AT4G39950/AT4G13770/AT5G61420/AT1G16400/AT5G45800/AT5G07700/AT3G14210/AT4G31500
GO:0009309	amine biosynthetic process	33	0.700423165453075	2.06203474292403	1.63824164606506e-05	0.0014297381638386	0.00126277860852192	2564	tags=67%, list=17%, signal=56%	AT4G08870/AT5G60890/AT2G04400/AT3G18000/AT5G53120/AT5G54810/AT3G54640/AT1G09240/AT5G17990/AT5G04950/AT4G31500/AT2G29690/AT4G27070/AT1G07780/AT4G08900/AT5G05590/AT5G08170/AT1G56430/AT1G69370/AT5G38530/AT5G19530/AT3G25570
GO:0042401	biogenic amine biosynthetic process	33	0.700423165453075	2.06203474292403	1.63824164606506e-05	0.0014297381638386	0.00126277860852192	2564	tags=67%, list=17%, signal=56%	AT4G08870/AT5G60890/AT2G04400/AT3G18000/AT5G53120/AT5G54810/AT3G54640/AT1G09240/AT5G17990/AT5G04950/AT4G31500/AT2G29690/AT4G27070/AT1G07780/AT4G08900/AT5G05590/AT5G08170/AT1G56430/AT1G69370/AT5G38530/AT5G19530/AT3G25570
GO:0006979	response to oxidative stress	290	0.408330647948288	1.66210668140777	1.54200084332234e-05	0.0014297381638386	0.00126277860852192	1747	tags=26%, list=11%, signal=23%	AT2G39800/AT5G52310/AT5G28030/AT1G19570/AT1G18150/AT4G11600/AT2G46370/AT3G12490/AT1G20620/AT2G22080/AT3G02860/AT3G08640/AT1G22770/AT5G01410/AT3G17790/AT2G41090/AT5G63980/AT3G17800/AT5G57345/AT1G56650/AT1G02930/AT4G32770/AT5G24770/AT4G04840/AT5G40390/AT1G07890/AT3G53990/AT4G31870/AT1G20630/AT1G35720/AT5G01600/AT1G31170/AT3G45640/AT2G40880/AT3G07700/AT1G09350/AT5G17000/AT1G53670/AT1G01230/AT4G35000/AT1G32220/AT3G23400/AT5G54810/AT5G16990/AT1G80130/AT3G03190/AT5G62030/AT3G49260/AT1G79600/AT3G49120/AT3G04120/AT3G55280/AT5G59080/AT5G40370/AT2G19810/AT2G06050/AT1G32540/AT2G25625/AT5G07460/AT4G04800/AT1G54050/AT4G09320/AT2G31870/AT5G12080/AT3G15360/AT5G61640/AT1G78380/AT5G58070/AT2G05710/AT2G39770/AT5G13240/AT4G28730/AT3G06590/AT4G08390
GO:0000162	L-tryptophan biosynthetic process	17	0.813150552337574	2.04721041715454	3.3218942719657e-05	0.00265751541757256	0.00234718055795471	2223	tags=71%, list=15%, signal=60%	AT5G60890/AT2G04400/AT5G54810/AT3G54640/AT5G17990/AT4G31500/AT2G29690/AT4G27070/AT1G07780/AT5G05590/AT1G69370/AT5G38530
GO:0046219	indolalkylamine biosynthetic process	17	0.813150552337574	2.04721041715454	3.3218942719657e-05	0.00265751541757256	0.00234718055795471	2223	tags=71%, list=15%, signal=60%	AT5G60890/AT2G04400/AT5G54810/AT3G54640/AT5G17990/AT4G31500/AT2G29690/AT4G27070/AT1G07780/AT5G05590/AT1G69370/AT5G38530
GO:0009631	cold acclimation	50	0.618521389194403	1.96653211883241	3.81808915928039e-05	0.00281951199454552	0.00249025977149826	1733	tags=32%, list=11%, signal=28%	AT2G42540/AT5G50950/AT2G42530/AT2G15970/AT1G20450/AT5G38480/AT5G66400/AT1G76180/AT1G29395/AT1G10760/AT4G36020/AT1G29390/AT3G61950/AT4G04800/AT5G15960/AT1G18740
GO:1901137	carbohydrate derivative biosynthetic process	248	0.412003559914771	1.65061201889678	3.76132395485335e-05	0.00281951199454552	0.00249025977149826	2992	tags=31%, list=20%, signal=25%	AT3G58990/AT1G03310/AT4G12030/AT5G23010/AT1G62560/AT2G14750/AT5G60890/AT2G25450/AT5G14200/AT2G39930/AT1G74090/AT5G07690/AT4G39940/AT2G20610/AT1G16410/AT5G28910/AT1G18590/AT4G13770/AT1G65860/AT5G03650/AT5G61420/AT1G16400/AT2G43100/AT1G63000/AT3G19710/AT1G62540/AT2G32150/AT3G56040/AT3G46940/AT4G09650/AT5G07700/AT4G17360/AT5G24300/AT3G29360/AT3G05630/AT4G31500/AT3G55440/AT1G08200/AT2G13290/AT1G76400/AT1G12990/AT3G57630/AT1G08030/AT4G09320/AT4G33030/AT1G62570/AT3G57170/AT1G12140/AT2G27860/AT3G01380/AT2G39770/AT1G54130/AT5G52560/AT4G13430/AT2G22330/AT2G36390/AT4G11010/AT3G54470/AT5G08680/AT2G42390/AT1G24100/AT5G26667/AT3G27540/AT2G45790/AT1G11720/AT3G09820/AT2G11810/AT5G03300/AT1G53500/AT1G01220/AT3G09560/AT2G43090/AT2G35520/AT2G39630/AT1G71220/AT4G03070/AT4G16710
GO:0009768	photosynthesis, light harvesting in photosystem I	22	0.759590709958478	2.0310475471311	6.09618150238755e-05	0.00433506240169781	0.00382882978571008	1923	tags=64%, list=13%, signal=56%	AT3G54890/AT3G47470/AT3G27690/AT1G61520/AT5G54270/AT2G34420/AT2G05070/AT1G08380/AT1G29910/AT1G15820/AT5G01530/AT2G05100/AT2G34430/AT4G10340
GO:0016052	carbohydrate catabolic process	130	0.485149121867745	1.79659902961703	7.98286126465365e-05	0.0052852046993569	0.00466801796637279	1532	tags=25%, list=10%, signal=23%	AT2G40840/AT3G46970/AT3G29320/AT3G52180/AT4G09020/AT4G26530/AT3G06500/AT5G08570/AT1G43670/AT1G10760/AT3G10940/AT5G56630/AT2G19860/AT5G63800/AT1G69830/AT3G10370/AT4G15210/AT2G28470/AT4G36360/AT3G52990/AT1G16300/AT4G09510/AT5G64860/AT3G01510/AT1G13440/AT3G08590/AT3G04120/AT3G55440/AT2G32290/AT1G79550/AT1G32440/AT4G24620/AT3G17940
GO:0009737	response to abscisic acid	438	0.362669867765549	1.53489375825238	7.71647730001665e-05	0.0052852046993569	0.00466801796637279	2057	tags=23%, list=13%, signal=21%	AT2G42540/AT4G23600/AT2G39800/AT1G52400/AT2G42530/AT5G52310/AT2G15970/AT2G16600/AT1G20450/AT4G26080/AT1G75580/AT1G43670/AT1G54100/AT5G66400/AT5G65310/AT1G76180/AT3G02860/AT2G22430/AT5G66880/AT1G29395/AT3G15210/AT2G41870/AT5G63980/AT4G36830/AT3G27690/AT2G38750/AT5G54270/AT1G70810/AT4G04020/AT2G46680/AT5G63320/AT2G17840/AT5G15970/AT1G11700/AT5G57050/AT5G11790/AT3G29575/AT2G05070/AT1G51140/AT5G13200/AT1G20630/AT1G35720/AT3G50500/AT3G11410/AT5G45830/AT4G00630/AT1G65790/AT4G35790/AT1G24120/AT3G45640/AT1G49720/AT4G22200/AT4G34240/AT1G55020/AT2G32150/AT3G08590/AT1G44170/AT5G46590/AT4G27710/AT4G14605/AT5G25610/AT1G74520/AT1G70800/AT2G41940/AT5G46220/AT5G01520/AT5G14270/AT4G02370/AT3G15730/AT5G13170/AT3G49260/AT1G54830/AT4G17615/AT1G18470/AT5G59320/AT1G55500/AT4G24960/AT2G05100/AT5G41580/AT4G34000/AT1G67800/AT5G08335/AT5G25980/AT2G05710/AT3G21220/AT1G16060/AT5G15960/AT1G31690/AT2G18010/AT4G18010/AT3G24500/AT3G18130/AT2G33380/AT1G24020/AT5G63510/AT5G13180/AT5G58670/AT5G47390/AT1G20440/AT1G18720/AT1G09310/AT3G08550
GO:0009695	jasmonic acid biosynthetic process	27	0.716358918778747	2.01696294758182	0.00010821491315435	0.00652934972768935	0.00576687632198878	1313	tags=44%, list=9%, signal=41%	AT3G25770/AT1G20510/AT5G63980/AT1G17420/AT3G25760/AT3G45140/AT1G19640/AT1G55020/AT1G13280/AT4G29010/AT2G06050/AT5G42650
GO:0042752	regulation of circadian rhythm	50	-0.570483458717522	-1.94703897984262	0.000112223198444661	0.00652934972768935	0.00576687632198878	807	tags=26%, list=5%, signal=25%	AT2G21320/AT5G67380/AT5G23280/AT3G15620/AT5G11260/AT1G10470/AT3G54500/AT5G28770/AT4G38960/AT5G02840/AT3G09600/AT2G46830/AT1G01060
GO:0009134	nucleoside diphosphate catabolic process	50	0.601547131403555	1.91256402052215	0.000109367746310215	0.00652934972768935	0.00576687632198878	1721	tags=28%, list=11%, signal=25%	AT4G26530/AT1G14250/AT5G08570/AT5G56630/AT2G19860/AT3G52990/AT1G16300/AT1G13440/AT3G04120/AT3G55440/AT1G79550/AT1G32440/AT4G24620/AT4G29130
GO:0097305	response to alcohol	446	0.358901758594212	1.52079534388661	0.000103420183616169	0.00652934972768935	0.00576687632198878	2057	tags=23%, list=13%, signal=21%	AT2G42540/AT4G23600/AT2G39800/AT1G52400/AT2G42530/AT5G52310/AT2G15970/AT2G16600/AT1G20450/AT3G22200/AT4G26080/AT1G75580/AT1G43670/AT1G54100/AT5G66400/AT5G65310/AT1G76180/AT3G02860/AT2G22430/AT5G66880/AT1G29395/AT3G15210/AT2G41870/AT5G63980/AT4G36830/AT3G27690/AT2G38750/AT5G54270/AT1G70810/AT4G04020/AT2G46680/AT5G63320/AT2G17840/AT5G15970/AT1G11700/AT5G57050/AT5G11790/AT3G29575/AT2G05070/AT1G51140/AT5G13200/AT1G20630/AT1G35720/AT3G50500/AT3G11410/AT5G45830/AT4G00630/AT1G65790/AT4G35790/AT1G24120/AT3G45640/AT1G49720/AT4G22200/AT4G34240/AT1G55020/AT2G32150/AT3G08590/AT1G44170/AT5G46590/AT4G27710/AT4G14605/AT5G25610/AT1G74520/AT1G70800/AT2G41940/AT5G46220/AT5G01520/AT5G14270/AT4G02370/AT3G15730/AT5G13170/AT3G49260/AT1G54830/AT4G17615/AT1G18470/AT5G59320/AT1G55500/AT4G24960/AT2G05100/AT5G41580/AT4G34000/AT1G67800/AT5G08335/AT5G25980/AT2G05710/AT3G21220/AT1G16060/AT5G15960/AT1G31690/AT2G18010/AT4G18010/AT3G24500/AT3G18130/AT2G33380/AT1G24020/AT5G63510/AT5G13180/AT5G58670/AT5G47390/AT1G20440/AT1G18720/AT1G09310/AT3G08550
