group,names,scores,logfoldchanges,pvals,pvals_adj
Immune_mixed,PLOD2,0.38000974,0.9999135,0.7039381895400147,0.999860552087655
Immune_mixed,KLHL11,0.38000658,0.9697307,0.7039405263883487,0.999860552087655
Immune_mixed,ECT2L,0.37997824,1.3593324,0.703961558149153,0.999860552087655
Immune_mixed,FAM66D,0.37983975,1.3395948,0.7040643833500158,0.999860552087655
Immune_mixed,AC009090.6,0.37959892,1.1951147,0.7042431718626172,0.999860552087655
Immune_mixed,NYNRIN,0.37950605,0.657191,0.7043121208197842,0.999860552087655
Immune_mixed,DIPK1A,0.3794368,0.33880207,0.7043635419629923,0.999860552087655
Immune_mixed,ZNF558,0.37922585,1.0458052,0.7045201510407044,0.999860552087655
Immune_mixed,TRIM2,0.37917235,1.0761657,0.7045598896651226,0.999860552087655
Immune_mixed,ENO3,0.37887326,0.91763437,0.7047819732903544,0.999860552087655
Immune_mixed,CUTC,0.3785207,0.49858665,0.70504383051804,0.999860552087655
Immune_mixed,TRBV19,0.37794143,21.50393,0.7054741003958995,0.999860552087655
Immune_mixed,SLC1A7,0.37779978,4.6275187,0.7055793437839488,0.999860552087655
Immune_mixed,FAM53C,0.3777919,0.3860078,0.705585190804018,0.999860552087655
Immune_mixed,WNT10B,0.37745035,2.755301,0.7058389682209336,0.999860552087655
Immune_mixed,ZNF711,0.3772945,0.08254918,0.7059547577287131,0.999860552087655
Immune_mixed,TTYH1,0.37690255,2.0992787,0.7062460159742159,0.999860552087655
Immune_mixed,PALD1,0.37642092,1.708986,0.7066040067207783,0.999860552087655
Immune_mixed,AC016405.1,0.37603998,0.6634108,0.7068871695563448,0.999860552087655
Immune_mixed,ZNF7,0.37572202,0.5917445,0.7071235596794114,0.999860552087655
Immune_mixed,AC244033.2,0.37562758,1.2114184,0.7071937800085287,0.999860552087655
Immune_mixed,ABL2,0.37536314,0.48152298,0.7073904101811754,0.999860552087655
Immune_mixed,AL139089.1,0.3747902,0.9543191,0.7078165091660719,0.999860552087655
Immune_mixed,UST,0.37459186,0.8725071,0.707964026295195,0.999860552087655
Immune_mixed,LGALS9C,0.374074,6.240962,0.7083492615678628,0.999860552087655
Immune_mixed,SLC8A3,0.37403938,5.445016,0.70837502464446,0.999860552087655
Immune_mixed,CNPY4,0.37394336,0.89690214,0.7084464603748719,0.999860552087655
Immune_mixed,UGT3A2,0.3737828,3.3739097,0.7085659160147255,0.999860552087655
Immune_mixed,ZNF462,0.3737718,3.7424006,0.7085741142137002,0.999860552087655
Immune_mixed,RBM20,0.37374187,3.2706907,0.7085963666382511,0.999860552087655
Immune_mixed,IL5RA,0.3735593,2.5995014,0.7087322289402309,0.999860552087655
Immune_mixed,CNTNAP1,0.3735042,2.4270513,0.7087732236962543,0.999860552087655
Immune_mixed,RNASEH1-AS1,0.37349632,0.23710462,0.7087790801588361,0.999860552087655
Immune_mixed,C5orf17,0.37346485,2.763634,0.7088025061813117,0.999860552087655
Immune_mixed,AC135782.3,0.37345853,2.3986027,0.7088071914188581,0.999860552087655
Immune_mixed,GOLGA8Q,0.37315792,2.290173,0.7090309243312312,0.999860552087655
Immune_mixed,CNKSR2,0.37304458,0.20784399,0.7091152699551269,0.999860552087655
Immune_mixed,CXorf40A,0.37294698,0.6793886,0.7091879037665592,0.999860552087655
Immune_mixed,ZNF334,0.37252042,1.5786793,0.709505414837003,0.999860552087655
Immune_mixed,LINC02739,0.3718971,0.96360695,0.7099694700761796,0.999860552087655
Immune_mixed,DLEU2L,0.37157756,1.2573583,0.7102073987006223,0.999860552087655
Immune_mixed,WWOX,0.37110063,0.687445,0.7105625860917459,0.999860552087655
Immune_mixed,AL360270.1,0.3709385,0.9560353,0.7106833406819624,0.999860552087655
Immune_mixed,MRPL34,0.37053555,0.27136666,0.7109835000456518,0.999860552087655
Immune_mixed,OCLN,0.37052295,0.66690314,0.7109928807481835,0.999860552087655
Immune_mixed,ZNF136,0.37045056,0.7093941,0.711046820637079,0.999860552087655
Immune_mixed,TBC1D8B,0.37010267,0.6797869,0.7113059867941465,0.999860552087655
Immune_mixed,AC010834.2,0.37002084,3.7487555,0.7113669719168234,0.999860552087655
Immune_mixed,TRAV38-2DV8,0.36995158,2.9878259,0.7114185761556124,0.999860552087655
Immune_mixed,ANKS1B,0.36969972,2.3455493,0.7116062390774989,0.999860552087655
Immune_mixed,LINC00659,0.36962733,2.575614,0.7116601954019988,0.999860552087655
Immune_mixed,DENND2C,0.36958954,2.3854408,0.7116883471011,0.999860552087655
Immune_mixed,AP001267.3,0.36948252,2.280653,0.7117681123829607,0.999860552087655
Immune_mixed,COX6B2,0.36948252,1.9059191,0.7117681123829607,0.999860552087655
Immune_mixed,NBEA,0.36948094,0.2987079,0.7117692854253501,0.999860552087655
Immune_mixed,ELF3-AS1,0.36929992,1.04533,0.7119041898499026,0.999860552087655
Immune_mixed,AC127496.1,0.36879307,1.4218756,0.7122819702050276,0.999860552087655
Immune_mixed,AC012184.3,0.36850658,1.4102107,0.712495529476179,0.999860552087655
Immune_mixed,AC008875.2,0.36844364,1.3353331,0.7125424686024071,0.999860552087655
Immune_mixed,ERC1,0.36840427,0.6236811,0.7125718061092683,0.999860552087655
Immune_mixed,AOPEP,0.36806113,0.79366046,0.7128276471892494,0.999860552087655
Immune_mixed,FSIP2,0.36793363,1.1050195,0.7129227156423248,0.999860552087655
Immune_mixed,FBXL14,0.3678392,1.1169449,0.7129931395940922,0.999860552087655
Immune_mixed,POFUT2,0.36677042,0.6694915,0.7137902743562445,0.999860552087655
Immune_mixed,SLC35E3,0.36634228,0.44347066,0.7141096855742545,0.999860552087655
Immune_mixed,RAI14,0.36620376,3.589173,0.7142130352271049,0.999860552087655
Immune_mixed,BET1L,0.36607942,0.6366122,0.7143058194948668,0.999860552087655
Immune_mixed,ST6GAL2,0.36602274,2.263512,0.714348102334359,0.999860552087655
Immune_mixed,AC018529.2,0.3656434,1.2616967,0.7146311850355629,0.999860552087655
Immune_mixed,AL139286.3,0.3651334,1.6446654,0.7150118228249913,0.999860552087655
Immune_mixed,CASC19,0.36472887,1.4404649,0.7153137988977244,0.999860552087655
Immune_mixed,ADGRF3,0.36423147,1.2130938,0.7156851612883157,0.999860552087655
Immune_mixed,LINC01232,0.36416224,1.1024865,0.7157368753141014,0.999860552087655
Immune_mixed,TMSB15B-1,0.36398908,1.225807,0.7158661660844303,0.999860552087655
Immune_mixed,SMARCC1,0.36302733,0.38366583,0.7165844657862965,0.999860552087655
Immune_mixed,AL135999.1,0.36277235,0.7606223,0.7167749572271016,0.999860552087655
Immune_mixed,AC097639.1,0.36261022,5.4529157,0.7168960813202065,0.999860552087655
Immune_mixed,TRAV20,0.3625945,5.017708,0.7169078413201793,0.999860552087655
Immune_mixed,CCDC91,0.36218208,0.4189697,0.7172159772278468,0.999860552087655
Immune_mixed,CCND2-AS1,0.36215058,2.7454994,0.7172395009443304,0.999860552087655
Immune_mixed,KLHL29,0.36187986,1.940315,0.7174418159749281,0.999860552087655
Immune_mixed,B3GNT9,0.36185467,2.2504044,0.7174606369857185,0.999860552087655
Immune_mixed,SPATA7,0.36162487,0.8399152,0.717632386631343,0.999860552087655
Immune_mixed,MN1,0.36157763,1.8115106,0.7176676794225076,0.999860552087655
Immune_mixed,FAM120B,0.36122033,0.7212056,0.7179347477347915,0.999860552087655
Immune_mixed,AC011825.4,0.3608347,1.3249123,0.7182230319497493,0.999860552087655
Immune_mixed,TERT,0.36076385,0.38830915,0.7182759864738395,0.999860552087655
Immune_mixed,AL365295.1,0.3605797,1.3372991,0.7184136745688736,0.999860552087655
Immune_mixed,TTN-AS1,0.36019877,0.7648003,0.7186984943400396,0.999860552087655
Immune_mixed,AC007193.1,0.3601295,1.0192147,0.7187502839529121,0.999860552087655
Immune_mixed,AC124016.1,0.359917,0.5775787,0.7189091919623074,0.999860552087655
Immune_mixed,SPINDOC,0.35895684,0.4780524,0.7196273721863629,0.999860552087655
Immune_mixed,AL365203.2,0.3588136,1.767577,0.7197345317827841,0.999860552087655
Immune_mixed,AL135818.2,0.35845315,2.85954,0.7200042215058283,0.999860552087655
Immune_mixed,BHLHE40-AS1,0.3582926,2.6338263,0.7201243565321579,0.999860552087655
Immune_mixed,RORB,0.35821703,2.491385,0.7201808930536937,0.999860552087655
Immune_mixed,ZNF502,0.35818872,0.6285691,0.7202020946437824,0.999860552087655
Immune_mixed,AL161729.1,0.35798565,1.8110493,0.7203540456684416,0.999860552087655
Immune_mixed,POLR3A,0.3577464,0.7413474,0.7205331029111687,0.999860552087655
Immune_mixed,TMEM225B,0.35768974,1.7376918,0.7205755134506977,0.999860552087655
Immune_mixed,FAM66B,0.35751975,1.7932829,0.7207027502265125,0.999860552087655
Immune_mixed,AC124283.1,0.35750714,1.0728238,0.7207121754805452,0.999860552087655
Immune_mixed,PCCA-DT,0.35747096,1.0930852,0.7207392733222402,0.999860552087655
Immune_mixed,AC022211.2,0.35734344,1.2673284,0.7208347076437456,0.999860552087655
Immune_mixed,AP002433.1,0.35689327,1.4766735,0.7211717080440871,0.999860552087655
Immune_mixed,AC010883.2,0.35666975,1.0845901,0.721339050041637,0.999860552087655
Immune_mixed,ZNF236,0.3565706,0.76387566,0.7214132975951777,0.999860552087655
Immune_mixed,ZNF740,0.35636598,0.58726853,0.7215665151301177,0.999860552087655
Immune_mixed,TMEM129,0.3561267,0.6938116,0.7217456759555596,0.999860552087655
Immune_mixed,AC107959.1,0.35586226,1.0515157,0.7219437135759847,0.999860552087655
Immune_mixed,ZSCAN26,0.35581976,0.53563213,0.7219755427893209,0.999860552087655
Immune_mixed,LINC01521,0.3550548,0.8931845,0.7225485508877506,0.999860552087655
Immune_mixed,ZNF470,0.35488793,0.8613986,0.722673548650186,0.999860552087655
Immune_mixed,AL691403.2,0.35476202,0.8080136,0.7227678914853382,0.999860552087655
Immune_mixed,AC018410.1,0.35457942,2.830146,0.7229046960822684,0.999860552087655
Immune_mixed,RASSF8-AS1,0.3545259,2.7060695,0.7229447956600737,0.999860552087655
Immune_mixed,PLLP,0.35442358,1.3044221,0.7230214587351846,0.999860552087655
Immune_mixed,AL035661.2,0.35426462,2.2501972,0.7231405868752856,0.999860552087655
Immune_mixed,ZNF589,0.35418275,0.71814257,0.7232019227917748,0.999860552087655
Immune_mixed,ATP6V1G2,0.35407257,2.141358,0.7232844931795592,0.999860552087655
Immune_mixed,PLEKHN1,0.35406312,1.9888608,0.7232915707912742,0.999860552087655
Immune_mixed,AC090630.1,0.35371685,1.5676049,0.7235510995594455,0.999860552087655
Immune_mixed,BX323046.2,0.35371053,1.3746316,0.7235558185586706,0.999860552087655
Immune_mixed,AC016596.1,0.35333908,1.317356,0.7238342581089103,0.999860552087655
Immune_mixed,LRRC7,0.35327452,1.0723735,0.7238826348089754,0.999860552087655
Immune_mixed,PITPNM1,0.35310453,0.5560107,0.7240100713951976,0.999860552087655
Immune_mixed,TMEM208,0.35229233,0.3481318,0.7246190406154991,0.999860552087655
Immune_mixed,POLR2B,0.35131013,0.5593142,0.7253557012798426,0.999860552087655
Immune_mixed,AL359962.3,0.35116532,5.800025,0.725464333025862,0.999860552087655
Immune_mixed,IL2,0.35115272,5.4916954,0.7254737795257526,0.999860552087655
Immune_mixed,AGFG2,0.35113382,1.53423,0.7254879493539088,0.999860552087655
Immune_mixed,CHRDL1,0.35110235,4.566765,0.7255115659430124,0.999860552087655
Immune_mixed,AC138028.1,0.35068524,1.8691912,0.7258245103841989,0.999860552087655
Immune_mixed,LINC01560,0.35060966,1.3696514,0.7258811995588901,0.999860552087655
Immune_mixed,AL355816.1,0.35033107,1.9581121,0.7260902538670965,0.999860552087655
Immune_mixed,CDCP1,0.3502146,2.2191877,0.7261776611530508,0.999860552087655
Immune_mixed,AL020997.5,0.34978014,1.2762907,0.7265036981479616,0.999860552087655
Immune_mixed,HNRNPA1L2,0.34973922,0.6915285,0.7265344143323649,0.999860552087655
Immune_mixed,AC005332.6,0.34945118,0.5534095,0.7267506214496384,0.999860552087655
Immune_mixed,AC009088.1,0.34936303,1.1133435,0.7268167875402883,0.999860552087655
Immune_mixed,FZD6,0.34932524,0.8237796,0.7268451450600713,0.999860552087655
Immune_mixed,AC097448.1,0.34905136,0.7607898,0.7270507482678832,0.999860552087655
Immune_mixed,AC124068.2,0.34896165,0.634167,0.7271181053178207,0.999860552087655
Immune_mixed,DMPK,0.34825176,1.0786853,0.7276511275222993,0.999860552087655
Immune_mixed,AR,0.34727585,4.808161,0.7283841003938597,0.999860552087655
Immune_mixed,ZNF660,0.34708223,0.19694544,0.7285295423076301,0.999860552087655
Immune_mixed,AIF1L,0.3470114,2.8614974,0.7285827552061155,0.999860552087655
Immune_mixed,LINC01730,0.34696734,2.8934932,0.7286158661141957,0.999860552087655
Immune_mixed,AL354733.1,0.34680676,2.539721,0.7287364887036795,0.999860552087655
Immune_mixed,AC007881.3,0.34673437,1.3732612,0.7287908893240855,0.999860552087655
Immune_mixed,POLM,0.34652343,0.320781,0.7289493684798527,0.999860552087655
Immune_mixed,AC068790.7,0.34639752,1.9310305,0.7290439884237443,0.999860552087655
Immune_mixed,AL034550.2,0.34626216,1.5265304,0.7291457094667133,0.999860552087655
Immune_mixed,ROBO1,0.34624642,1.9211205,0.7291575378044441,0.999860552087655
Immune_mixed,THRA1/BTR,0.34593633,1.433667,0.7293905691986777,0.999860552087655
Immune_mixed,AP002026.1,0.34548613,1.4632964,0.7297289232208422,0.999860552087655
Immune_mixed,TBXA2R,0.3454657,0.4913973,0.7297443042000457,0.999860552087655
Immune_mixed,CD244,0.3451493,0.71778184,0.7299821316351877,0.999860552087655
Immune_mixed,OAS2,0.3450895,0.28374413,0.7300270969557128,0.999860552087655
Immune_mixed,KLHL33,0.34501237,0.9311325,0.7300850799232527,0.999860552087655
Immune_mixed,GPR157,0.3448707,0.82287765,0.7301915832708326,0.999860552087655
Immune_mixed,NDFIP2,0.34472746,2.1161675,0.7302992752794191,0.999860552087655
Immune_mixed,DEPTOR,0.34455118,1.0683506,0.730431826589912,0.999860552087655
Immune_mixed,PPARD,0.34444413,0.79471034,0.7305123080997926,0.999860552087655
Immune_mixed,NAB2,0.34350443,0.9304418,0.7312190157029952,0.999860552087655
Immune_mixed,RABL2A,0.34339425,0.55745727,0.7313018941961076,0.999860552087655
Immune_mixed,RAB25,0.343336,2.91105,0.7313457026664965,0.999860552087655
Immune_mixed,DHDH,0.34332812,3.418141,0.7313516227972526,0.999860552087655
Immune_mixed,AC073115.2,0.34331712,3.1196747,0.7313599110071857,0.999860552087655
Immune_mixed,AC103563.7,0.3432935,3.225264,0.731377671562616,0.999860552087655
Immune_mixed,CASKIN2,0.34327304,3.033161,0.7313930641604346,0.999860552087655
Immune_mixed,ASAH2B,0.34308416,3.0884235,0.7315351547834325,0.999860552087655
Immune_mixed,AL031283.1,0.34296766,2.438373,0.7316227819246458,0.999860552087655
Immune_mixed,TXLNA,0.34291416,0.5707909,0.7316630442173511,0.999860552087655
Immune_mixed,EDRF1,0.34291258,0.6239201,0.7316642284136168,0.999860552087655
Immune_mixed,AC092053.2,0.34287322,2.2575533,0.7316938335279897,0.999860552087655
Immune_mixed,AC026356.2,0.3427851,0.74579704,0.7317601504336443,0.999860552087655
Immune_mixed,C6orf132,0.34277248,2.1224186,0.7317696244408969,0.999860552087655
Immune_mixed,AC104109.2,0.3426387,1.9796748,0.7318702882931529,0.999860552087655
Immune_mixed,AC012485.3,0.3422861,1.7528274,0.7321355892519563,0.999860552087655
Immune_mixed,AP005899.1,0.34220582,1.4856508,0.7321959970713441,0.999860552087655
Immune_mixed,TTC21B-AS1,0.34203425,1.5651004,0.7323251095425443,0.999860552087655
Immune_mixed,AC104472.4,0.34196028,1.4036529,0.7323807842306531,0.999860552087655
Immune_mixed,AF274853.1,0.34170687,1.3175123,0.732571510326209,0.999860552087655
Immune_mixed,ZNF764,0.34165177,0.83668554,0.7326129747068588,0.999860552087655
Immune_mixed,ICE2,0.34137473,0.57118064,0.7328214931342487,0.999860552087655
Immune_mixed,PRDM11,0.34135112,0.9117814,0.7328392655033307,0.999860552087655
Immune_mixed,SPDYE16,0.34120473,1.1232074,0.7329494573883675,0.999860552087655
Immune_mixed,NUDT17,0.3403752,0.44724748,0.733573981972868,0.999860552087655
Immune_mixed,FKBP3,0.34034058,0.31595087,0.7336000570453192,0.999860552087655
Immune_mixed,AL139393.3,0.33995494,0.9471488,0.7338904592951742,0.999860552087655
Immune_mixed,AC008443.1,0.33995494,0.5199333,0.7338904592951742,0.999860552087655
Immune_mixed,LINC02716,0.33968893,4.716057,0.7340907997741795,0.999860552087655
Immune_mixed,C11orf96,0.33961338,0.94157803,0.7341477045137496,0.999860552087655
Immune_mixed,AC025164.2,0.33953467,3.6201565,0.7342069818368092,0.999860552087655
Immune_mixed,MEG3,0.3394843,3.4957752,0.7342449201548926,0.999860552087655
Immune_mixed,LINC01727,0.33948115,3.6560001,0.7342472913213137,0.999860552087655
Immune_mixed,BRWD1-AS2,0.33931744,3.217774,0.7343705954667366,0.999860552087655
Immune_mixed,AL356966.1,0.33866894,1.8810892,0.7348591368656838,0.999860552087655
Immune_mixed,TM4SF19-AS1,0.3386595,1.8545786,0.7348662523394541,0.999860552087655
Immune_mixed,RAMP2-AS1,0.33860597,1.8256562,0.7349065737873453,0.999860552087655
Immune_mixed,AC000065.1,0.3384895,1.5908734,0.7349943347584179,0.999860552087655
Immune_mixed,FAM83G,0.33829746,1.4321762,0.7351390293191576,0.999860552087655
Immune_mixed,COQ4,0.33791655,0.5822807,0.7354260742110452,0.999860552087655
Immune_mixed,TIE1,0.33787248,0.8818484,0.7354592884023826,0.999860552087655
Immune_mixed,ROPN1L,0.33783156,1.222729,0.7354901305943533,0.999860552087655
Immune_mixed,PPIL3,0.33738136,0.60062635,0.7358294228398181,0.999860552087655
Immune_mixed,HUS1B,0.33711064,1.0170586,0.7360334975422915,0.999860552087655
Immune_mixed,AC025171.2,0.33698314,0.64290345,0.7361296089414842,0.999860552087655
Immune_mixed,OSER1-DT,0.33641648,0.708764,0.7365568206580344,0.999860552087655
Immune_mixed,AL031848.2,0.3364149,1.230559,0.7365580074707403,0.999860552087655
Immune_mixed,AC009120.2,0.33636928,0.7293067,0.7365924253125788,0.999860552087655
Immune_mixed,WFS1,0.33603084,0.7641522,0.736847608549233,0.999860552087655
Immune_mixed,MAP11,0.33588132,0.63592523,0.7369603731790623,0.999860552087655
Immune_mixed,DAB1,0.33581677,4.8912616,0.7370090417691075,0.999860552087655
Immune_mixed,FIGN,0.33575067,3.7496727,0.7370588984916052,0.999860552087655
Immune_mixed,NCKAP1,0.33569872,2.671735,0.7370980724070731,0.999860552087655
Immune_mixed,NPY,0.3355413,2.9279163,0.7372167854127814,0.999860552087655
Immune_mixed,TXNRD3,0.33512262,2.2644064,0.7375325925224687,0.999860552087655
Immune_mixed,AC008897.2,0.33493215,1.9328034,0.7376762638071992,0.999860552087655
Immune_mixed,IL4I1,0.33465198,1.5563309,0.7378876316104526,0.999860552087655
Immune_mixed,EXT2,0.33457014,0.8019812,0.7379493832493778,0.999860552087655
Immune_mixed,ANGPTL6,0.33422226,1.2473735,0.7382118465764222,0.999860552087655
Immune_mixed,EAF1-AS1,0.3342081,1.2712239,0.7382225357750822,0.999860552087655
Immune_mixed,EID2B,0.33406642,0.9235996,0.7383294305448344,0.999860552087655
Immune_mixed,DOCK9-DT,0.33405697,1.2496636,0.7383365570427125,0.999860552087655
Immune_mixed,AC004825.2,0.33338958,0.9852879,0.7388402197931172,0.999860552087655
Immune_mixed,DICER1-AS1,0.33330145,0.6938942,0.738906749671753,0.999860552087655
Immune_mixed,PSMD6-AS2,0.33266553,0.81274045,0.7393867731126667,0.999860552087655
Immune_mixed,TRAV8-4,0.33213034,21.278534,0.7397908319432389,0.999860552087655
Immune_mixed,CLDN1,0.33213034,21.125393,0.7397908319432389,0.999860552087655
Immune_mixed,ZNF517,0.33208314,0.8140503,0.739826487642946,0.999860552087655
Immune_mixed,DACH1,0.3320485,0.118183464,0.7398526355114311,0.999860552087655
Immune_mixed,AC021613.1,0.3319824,4.594232,0.7399025550043254,0.999860552087655
Immune_mixed,NUPR2,0.33197924,4.745481,0.7399049321503643,0.999860552087655
Immune_mixed,TRAV2,0.33190998,3.7646687,0.739957229991729,0.999860552087655
Immune_mixed,SEMA3E,0.33183914,1.1442547,0.7400107176638984,0.999860552087655
Immune_mixed,SCN9A,0.33173212,0.5435143,0.7400915458648778,0.999860552087655
Immune_mixed,AL353622.2,0.33170536,3.1449485,0.7401117533635954,0.999860552087655
Immune_mixed,SLC39A6,0.33166757,0.4872416,0.7401402819024283,0.999860552087655
Immune_mixed,AC024560.4,0.33151963,0.73437613,0.7402520221208748,0.999860552087655
Immune_mixed,SCD,0.33146924,0.8820179,0.7402900625948607,0.999860552087655
Immune_mixed,MFSD9,0.33122528,0.6720438,0.7404743301280188,0.999860552087655
Immune_mixed,AD000090.1,0.3309561,1.8214699,0.740677636102158,0.999860552087655
Immune_mixed,AC116913.1,0.33059093,0.88587284,0.7409534953822262,0.999860552087655
Immune_mixed,ZNF391,0.33034852,1.2405972,0.7411366272631961,0.999860552087655
Immune_mixed,LINC01341,0.33025408,1.3396336,0.7412079813171767,0.999860552087655
Immune_mixed,AC009318.3,0.32976142,1.2020569,0.7415802477072353,0.999860552087655
Immune_mixed,NFE2L3,0.32956308,0.8521064,0.7417301228226467,0.999860552087655
Immune_mixed,EXOSC5,0.32913336,0.42131507,0.7420548858397782,0.999860552087655
Immune_mixed,AL513548.1,0.32895708,0.8013124,0.7421881352408264,0.999860552087655
Immune_mixed,YDJC,0.32850218,0.36988807,0.7425320019724042,0.999860552087655
Immune_mixed,GLYCTK,0.3282645,0.7705617,0.7427116898090294,0.999860552087655
Immune_mixed,SLC1A6,0.32817477,3.5916193,0.7427795226379732,0.999860552087655
Immune_mixed,ZNF525,0.32798746,0.79604816,0.7429211449810471,0.999860552087655
Immune_mixed,RHEX,0.32774347,2.8650992,0.7431056241049363,0.999860552087655
Immune_mixed,AC141424.1,0.3277309,2.608112,0.743115146008532,0.999860552087655
Immune_mixed,AL137856.1,0.32757822,2.460064,0.7432306022160391,0.999860552087655
Immune_mixed,SH3D19,0.3274035,2.20528,0.7433627292910248,0.999860552087655
Immune_mixed,AC011825.2,0.3273909,1.9901482,0.7433722522551434,0.999860552087655
Immune_mixed,AL137779.2,0.32727125,1.9214407,0.7434627223721583,0.999860552087655
Immune_mixed,SEMA6A,0.32726812,1.8528134,0.7434651032125486,0.999860552087655
Immune_mixed,KCNAB1,0.32687932,1.40625,0.7437591558518218,0.999860552087655
Immune_mixed,AL137802.2,0.32678646,1.3185738,0.7438294006774508,0.999860552087655
Immune_mixed,CYTL1,0.32633784,0.99481463,0.7441687489141464,0.999860552087655
Immune_mixed,AL022322.2,0.32596797,0.98736554,0.7444485997482542,0.999860552087655
Immune_mixed,ZNF790,0.32530686,0.68235135,0.7449488427135488,0.999860552087655
Immune_mixed,TIAM2,0.32446158,0.6242925,0.7455885957775471,0.999860552087655
Immune_mixed,LINC01724,0.32437345,4.803657,0.7456553212918586,0.999860552087655
Immune_mixed,LNCAROD,0.32420346,3.5422196,0.7457840115997036,0.999860552087655
Immune_mixed,AC011773.4,0.32402244,0.41051674,0.7459210507432057,0.999860552087655
Immune_mixed,NLRP2,0.32354236,2.2658246,0.746284541302801,0.999860552087655
Immune_mixed,SERPING1,0.3230591,0.07300208,0.746650472428015,0.999860552087655
Immune_mixed,DNM3,0.32273328,1.4090697,0.7468972399993221,0.999860552087655
Immune_mixed,TNKS,0.32251763,0.6212102,0.7470605738720064,0.999860552087655
Immune_mixed,ITPK1-AS1,0.32230514,1.1692811,0.7472215344212036,0.999860552087655
Immune_mixed,EEA1,0.3222485,0.4396926,0.7472644590964828,0.999860552087655
Immune_mixed,ZNF319,0.32196987,0.7000224,0.7474755168151859,0.999860552087655
Immune_mixed,AC011416.3,0.32176682,0.7869992,0.7476293504710496,0.999860552087655
Immune_mixed,AC011346.1,0.32147563,0.7573637,0.7478499821703485,0.999860552087655
Immune_mixed,AL136038.3,0.3210711,0.90297586,0.7481565156155914,0.999860552087655
Immune_mixed,GREM2,0.32067758,21.077251,0.7484547381053412,0.999860552087655
Immune_mixed,LINC01303,0.32049656,3.9995723,0.7485919330910322,0.999860552087655
Immune_mixed,LINC02232,0.32048082,3.910329,0.7486038634660074,0.999860552087655
Immune_mixed,SMIM33,0.32045564,3.7882216,0.7486229521911476,0.999860552087655
Immune_mixed,PARD3B,0.32045248,4.035958,0.7486253382926227,0.999860552087655
Immune_mixed,SMIM10L2A,0.32039267,3.27295,0.7486706746779785,0.999860552087655
Immune_mixed,NEK5,0.3203124,1.2509965,0.7487315222448712,0.999860552087655
Immune_mixed,GAREM2,0.31977722,2.068024,0.7491372126587268,0.999860552087655
Immune_mixed,AC104806.2,0.31968752,2.0597386,0.7492052322622416,0.999860552087655
Immune_mixed,AP000251.1,0.31964502,1.42021,0.7492374527554236,0.999860552087655
Immune_mixed,AC021188.1,0.31951278,1.6605657,0.7493376970887038,0.999860552087655
Immune_mixed,AC008105.1,0.31939945,1.6621362,0.7494236241737255,0.999860552087655
Immune_mixed,AC125437.3,0.31901222,1.3336827,0.7497172318435962,0.999860552087655
Immune_mixed,SESN2,0.31889734,0.63245094,0.7498043663032434,0.999860552087655
Immune_mixed,ITGA2B,0.31877142,1.278175,0.7498998597888646,0.999860552087655
Immune_mixed,AL035681.1,0.3187242,1.0395701,0.7499356708343112,0.999860552087655
Immune_mixed,FAM199X,0.3186754,0.61423475,0.7499726761475026,0.999860552087655
Immune_mixed,ANKRD23,0.3186156,1.3847692,0.7500180382841579,0.999860552087655
Immune_mixed,RAB9B,0.31843773,1.0415375,0.750152936060806,0.999860552087655
Immune_mixed,IGF2R,0.31840464,0.46293566,0.7501780064011642,0.999860552087655
Immune_mixed,IFI16,0.31813708,0.09245214,0.7503809664872301,0.999860552087655
Immune_mixed,AC092053.3,0.3179655,0.84521633,0.7505111088107356,0.999860552087655
Immune_mixed,ATAT1,0.31754208,0.51186717,0.7508323161123056,0.999860552087655
Immune_mixed,FBXW7,0.31716272,0.5910087,0.75112012587893,0.999860552087655
Immune_mixed,TRBV7-2,0.31664172,3.8960648,0.7515154729065199,0.999860552087655
Immune_mixed,DNAJC30,0.31651106,0.48224998,0.751614618496381,0.999860552087655
Immune_mixed,CLIP3,0.3163899,2.2955222,0.7517066006011948,0.999860552087655
Immune_mixed,LINC02828,0.31638357,2.6456888,0.7517113789887421,0.999860552087655
Immune_mixed,DDB2,0.3163332,0.80927706,0.7517496064317764,0.999860552087655
Immune_mixed,TNFRSF11A,0.31616005,2.4142556,0.7518810179122726,0.999860552087655
Immune_mixed,KIAA1549,0.31614432,1.3180152,0.7518929647672737,0.999860552087655
Immune_mixed,MFSD3,0.3158484,0.6847468,0.7521175767033428,0.999860552087655
Immune_mixed,TNS2,0.31584525,1.5694345,0.7521199663049172,0.999860552087655
Immune_mixed,ENPP2,0.31578544,1.6504055,0.7521653691862477,0.999860552087655
Immune_mixed,DIXDC1,0.315776,1.78685,0.7521725381406459,0.999860552087655
Immune_mixed,TSPAN31,0.31571305,0.42345548,0.7522203317163134,0.999860552087655
Immune_mixed,POGLUT3,0.31474972,0.99197453,0.7529516917884871,0.999860552087655
Immune_mixed,MEN1,0.31424287,0.6596379,0.753336581431498,0.999860552087655
Immune_mixed,ZNF594,0.31421298,0.77257025,0.7533592942274018,0.999860552087655
Immune_mixed,POM121C,0.31413427,0.5791189,0.7534190657627728,0.999860552087655
Immune_mixed,PARP6,0.3138541,0.6129552,0.7536318644210391,0.999860552087655
Immune_mixed,C19orf81,0.3138037,0.76702744,0.7536701223445489,0.999860552087655
