group,names,scores,logfoldchanges,pvals,pvals_adj
Erythroid,AC024475.3,0.012610081,2.5110157,0.989938877710508,0.9996297760022421
Erythroid,AC100771.2,0.012610081,2.5308404,0.989938877710508,0.9996297760022421
Erythroid,AL353572.4,0.012610081,1.991223,0.989938877710508,0.9996297760022421
Erythroid,AC006004.1,0.012610081,1.2893031,0.989938877710508,0.9996297760022421
Erythroid,RSPO4,0.012610081,1.3522483,0.989938877710508,0.9996297760022421
Erythroid,AJ011931.1,0.012610081,2.0513446,0.989938877710508,0.9996297760022421
Erythroid,AC091806.1,0.012610081,1.9567136,0.989938877710508,0.9996297760022421
Erythroid,TRIM55,0.012610081,1.5674907,0.989938877710508,0.9996297760022421
Erythroid,AC004702.1,0.012610081,1.0236537,0.989938877710508,0.9996297760022421
Erythroid,AC004906.1,0.012610081,2.1439607,0.989938877710508,0.9996297760022421
Erythroid,OR2A5,0.012606227,1.1335008,0.9899419529326564,0.9996297760022421
Erythroid,AL359643.2,0.012606227,0.17868206,0.9899419529326564,0.9996297760022421
Erythroid,AC115522.1,0.012606227,-0.7424338,0.9899419529326564,0.9996297760022421
Erythroid,VWC2,0.012606227,0.32567963,0.9899419529326564,0.9996297760022421
Erythroid,AC006042.1,0.012606227,1.4666148,0.9899419529326564,0.9996297760022421
Erythroid,AC068580.1,0.012606227,0.86893326,0.9899419529326564,0.9996297760022421
Erythroid,ADGB,0.012606227,-0.12445592,0.9899419529326564,0.9996297760022421
Erythroid,AC114546.1,0.012606227,-0.8409131,0.9899419529326564,0.9996297760022421
Erythroid,AL139230.1,0.012606227,0.6302402,0.9899419529326564,0.9996297760022421
Erythroid,VHLL,0.012606227,0.9816863,0.9899419529326564,0.9996297760022421
Erythroid,AC104232.3,0.012606227,-0.03563185,0.9899419529326564,0.9996297760022421
Erythroid,AC093798.1,0.012606227,1.1986808,0.9899419529326564,0.9996297760022421
Erythroid,AL136317.2,0.012606227,-0.4060143,0.9899419529326564,0.9996297760022421
Erythroid,PPP1R2B,0.012606227,1.0154053,0.9899419529326564,0.9996297760022421
Erythroid,CTXN2,0.012606227,0.36140352,0.9899419529326564,0.9996297760022421
Erythroid,LINC00398,0.012606227,0.9209871,0.9899419529326564,0.9996297760022421
Erythroid,LINC02414,0.012606227,-0.83043873,0.9899419529326564,0.9996297760022421
Erythroid,AC027796.4,0.012606227,-0.3066488,0.9899419529326564,0.9996297760022421
Erythroid,AC007598.2,0.012606227,0.44246036,0.9899419529326564,0.9996297760022421
Erythroid,OR2AT4,0.012606227,1.0964097,0.9899419529326564,0.9996297760022421
Erythroid,AC079336.2,0.012606227,-0.06216514,0.9899419529326564,0.9996297760022421
Erythroid,AP002518.1,0.012606227,1.0785981,0.9899419529326564,0.9996297760022421
Erythroid,AP002761.3,0.012606227,0.50299615,0.9899419529326564,0.9996297760022421
Erythroid,CYP3A7,0.012606227,1.5891265,0.9899419529326564,0.9996297760022421
Erythroid,LYPD8,0.012606227,0.28196856,0.9899419529326564,0.9996297760022421
Erythroid,AL592424.1,0.012606227,-0.18572262,0.9899419529326564,0.9996297760022421
Erythroid,AC007686.2,0.012606227,0.27869534,0.9899419529326564,0.9996297760022421
Erythroid,AC017028.2,0.012602372,-2.1827357,0.9899450281549541,0.9996297760022421
Erythroid,TRPM8,0.012602372,-0.17102411,0.9899450281549541,0.9996297760022421
Erythroid,AL627309.3,0.012602372,-0.70874,0.9899450281549541,0.9996297760022421
Erythroid,DDX25,0.012602372,-1.4158101,0.9899450281549541,0.9996297760022421
Erythroid,HMCN1,0.012602372,-2.5104163,0.9899450281549541,0.9996297760022421
Erythroid,AL160163.1,0.012602372,-0.5528708,0.9899450281549541,0.9996297760022421
Erythroid,AL008718.2,0.012602372,-1.4723309,0.9899450281549541,0.9996297760022421
Erythroid,AC139887.1,0.012602372,-1.7871531,0.9899450281549541,0.9996297760022421
Erythroid,FOXC2,0.012602372,-1.9582508,0.9899450281549541,0.9996297760022421
Erythroid,TP53AIP1,0.012602372,-1.1552817,0.9899450281549541,0.9996297760022421
Erythroid,AC024257.4,0.012602372,0.06783565,0.9899450281549541,0.9996297760022421
Erythroid,AC100801.2,0.012602372,-1.5244919,0.9899450281549541,0.9996297760022421
Erythroid,AC010745.2,0.012602372,0.24541818,0.9899450281549541,0.9996297760022421
Erythroid,AP000821.2,0.012602372,-0.5112502,0.9899450281549541,0.9996297760022421
Erythroid,AC068389.3,0.012602372,-0.12311881,0.9899450281549541,0.9996297760022421
Erythroid,PLAAT1,0.012602372,-0.77081674,0.9899450281549541,0.9996297760022421
Erythroid,Z97192.4,0.012602372,-1.1099491,0.9899450281549541,0.9996297760022421
Erythroid,SNCB,0.012602372,-1.1953608,0.9899450281549541,0.9996297760022421
Erythroid,MIR583HG,0.012602372,-3.039818,0.9899450281549541,0.9996297760022421
Erythroid,LINC01711,0.012602372,0.48008513,0.9899450281549541,0.9996297760022421
Erythroid,KRTAP16-1,0.012602372,-0.09501195,0.9899450281549541,0.9996297760022421
Erythroid,AC109597.1,0.012602372,-2.1608126,0.9899450281549541,0.9996297760022421
Erythroid,PSD2,0.012602372,-2.0444622,0.9899450281549541,0.9996297760022421
Erythroid,AC010476.2,0.012602372,-0.87047386,0.9899450281549541,0.9996297760022421
Erythroid,PTCHD1-AS,0.012602372,-0.2710287,0.9899450281549541,0.9996297760022421
Erythroid,UBE2E1-AS1,0.012602372,-1.3068497,0.9899450281549541,0.9996297760022421
Erythroid,AC092042.1,0.012602372,-1.0204933,0.9899450281549541,0.9996297760022421
Erythroid,EMX2,0.012602372,-1.4132606,0.9899450281549541,0.9996297760022421
Erythroid,AL157769.1,0.012602372,-1.503749,0.9899450281549541,0.9996297760022421
Erythroid,HSPB9,0.012602372,-0.59564257,0.9899450281549541,0.9996297760022421
Erythroid,RPEL1,0.012602372,-0.045301013,0.9899450281549541,0.9996297760022421
Erythroid,AC109133.1,0.012602372,-0.4477751,0.9899450281549541,0.9996297760022421
Erythroid,ANKRD2,0.012602372,-0.76103646,0.9899450281549541,0.9996297760022421
Erythroid,CCDC155,0.012602372,-0.7344069,0.9899450281549541,0.9996297760022421
Erythroid,AC091973.1,0.012602372,-1.4937583,0.9899450281549541,0.9996297760022421
Erythroid,AC090001.1,0.012602372,-1.8417523,0.9899450281549541,0.9996297760022421
Erythroid,AC008752.1,0.012602372,0.36828312,0.9899450281549541,0.9996297760022421
Erythroid,SOST,0.012602372,-1.5742077,0.9899450281549541,0.9996297760022421
Erythroid,CADM3-AS1,0.012602372,-1.0494987,0.9899450281549541,0.9996297760022421
Erythroid,ASPA,0.012602372,0.30666086,0.9899450281549541,0.9996297760022421
Erythroid,LINC02102,0.012602372,-0.32819355,0.9899450281549541,0.9996297760022421
Erythroid,AC087742.1,0.012602372,-1.6075363,0.9899450281549541,0.9996297760022421
Erythroid,CNGB1,0.012602372,-0.772332,0.9899450281549541,0.9996297760022421
Erythroid,ERICH2,0.012602372,-1.3841457,0.9899450281549541,0.9996297760022421
Erythroid,AC034102.3,0.012602372,-1.1213652,0.9899450281549541,0.9996297760022421
Erythroid,PDGFRL,0.012602372,-1.0681578,0.9899450281549541,0.9996297760022421
Erythroid,CFAP126,0.012602372,-1.4224796,0.9899450281549541,0.9996297760022421
Erythroid,LINC00159,0.012602372,-0.5619871,0.9899450281549541,0.9996297760022421
Erythroid,AC105206.2,0.012602372,0.29502895,0.9899450281549541,0.9996297760022421
Erythroid,ADRA1A,0.012602372,0.09454611,0.9899450281549541,0.9996297760022421
Erythroid,AL390037.1,0.012602372,-2.0043283,0.9899450281549541,0.9996297760022421
Erythroid,AP003465.1,0.012602372,-0.66337717,0.9899450281549541,0.9996297760022421
Erythroid,AC015922.3,0.012602372,0.29517454,0.9899450281549541,0.9996297760022421
Erythroid,AP003393.1,0.012602372,-2.20038,0.9899450281549541,0.9996297760022421
Erythroid,BX284668.2,0.012602372,-1.6853691,0.9899450281549541,0.9996297760022421
Erythroid,FAM131C,0.012602372,-2.420645,0.9899450281549541,0.9996297760022421
Erythroid,AL355102.3,0.012602372,-1.1802899,0.9899450281549541,0.9996297760022421
Erythroid,AC006116.4,0.012602372,-2.5892053,0.9899450281549541,0.9996297760022421
Erythroid,AC007283.1,0.012602372,-1.2231938,0.9899450281549541,0.9996297760022421
Erythroid,AL121809.2,0.012602372,0.6060908,0.9899450281549541,0.9996297760022421
Erythroid,DIO2,0.012602372,-2.4093623,0.9899450281549541,0.9996297760022421
Erythroid,PIH1D3,0.012602372,-1.1765746,0.9899450281549541,0.9996297760022421
Erythroid,SPP2,0.012602372,-2.743017,0.9899450281549541,0.9996297760022421
Erythroid,AL731533.3,0.012602372,-1.4240739,0.9899450281549541,0.9996297760022421
Erythroid,CYP3A4,0.012602372,-1.571191,0.9899450281549541,0.9996297760022421
Erythroid,CIDEC,0.012602372,-0.88334566,0.9899450281549541,0.9996297760022421
Erythroid,LINC01429,0.012602372,-0.73730004,0.9899450281549541,0.9996297760022421
Erythroid,AC009407.1,0.012602372,-0.33431405,0.9899450281549541,0.9996297760022421
Erythroid,CCL14,0.012602372,-2.1922867,0.9899450281549541,0.9996297760022421
Erythroid,Z82244.1,0.012602372,0.06861252,0.9899450281549541,0.9996297760022421
Erythroid,AC244100.3,0.012602372,-1.7386281,0.9899450281549541,0.9996297760022421
Erythroid,GGN,0.012602372,0.58378977,0.9899450281549541,0.9996297760022421
Erythroid,AC005479.2,0.012602372,-1.9071875,0.9899450281549541,0.9996297760022421
Erythroid,AC092634.8,0.012602372,0.52670676,0.9899450281549541,0.9996297760022421
Erythroid,AL162632.3,0.012602372,-0.5685606,0.9899450281549541,0.9996297760022421
Erythroid,AC002398.1,0.012602372,-1.8979899,0.9899450281549541,0.9996297760022421
Erythroid,HOXA2,0.012602372,-1.202083,0.9899450281549541,0.9996297760022421
Erythroid,FANCD2OS,0.012602372,-1.478188,0.9899450281549541,0.9996297760022421
Erythroid,TRDN-AS1,0.012602372,-1.4335399,0.9899450281549541,0.9996297760022421
Erythroid,SYNJ2-IT1,0.012602372,-0.8944365,0.9899450281549541,0.9996297760022421
Erythroid,DPPA2,0.012602372,-0.7518031,0.9899450281549541,0.9996297760022421
Erythroid,KCNK3,0.012602372,0.04572506,0.9899450281549541,0.9996297760022421
Erythroid,AC055855.1,0.012602372,-1.1906425,0.9899450281549541,0.9996297760022421
Erythroid,AC125611.4,0.012602372,0.40845984,0.9899450281549541,0.9996297760022421
Erythroid,AL138716.1,0.012602372,-2.9678826,0.9899450281549541,0.9996297760022421
Erythroid,ZNF341-AS1,0.012602372,0.36122045,0.9899450281549541,0.9996297760022421
Erythroid,AC090403.1,0.012602372,-1.5561334,0.9899450281549541,0.9996297760022421
Erythroid,SSMEM1,0.012602372,0.12460172,0.9899450281549541,0.9996297760022421
Erythroid,ESRRG,0.012602372,-0.94172597,0.9899450281549541,0.9996297760022421
Erythroid,LINC01058,0.012602372,-0.40765238,0.9899450281549541,0.9996297760022421
Erythroid,AC009237.15,0.012602372,-0.34577084,0.9899450281549541,0.9996297760022421
Erythroid,AC011462.3,0.012602372,-1.2797287,0.9899450281549541,0.9996297760022421
Erythroid,AC090607.1,0.012602372,-1.7152841,0.9899450281549541,0.9996297760022421
Erythroid,AC021483.1,0.012602372,-0.5460846,0.9899450281549541,0.9996297760022421
Erythroid,SYNGR4,0.012602372,-2.2476914,0.9899450281549541,0.9996297760022421
Erythroid,AC132825.3,0.012602372,-0.5430622,0.9899450281549541,0.9996297760022421
Erythroid,NLRP14,0.012602372,-1.1389744,0.9899450281549541,0.9996297760022421
Erythroid,AC016705.2,0.012602372,-0.8050183,0.9899450281549541,0.9996297760022421
Erythroid,AC068733.3,0.012602372,-0.8859906,0.9899450281549541,0.9996297760022421
Erythroid,OR6A2,0.012602372,-0.31075045,0.9899450281549541,0.9996297760022421
Erythroid,ERN2,0.012602372,0.26398405,0.9899450281549541,0.9996297760022421
Erythroid,AL513318.2,0.012602372,-0.9476846,0.9899450281549541,0.9996297760022421
Erythroid,AC005253.2,0.012602372,-2.4996634,0.9899450281549541,0.9996297760022421
Erythroid,AC112487.1,0.012602372,-0.9388087,0.9899450281549541,0.9996297760022421
Erythroid,DNAAF3,0.012602372,-1.3187492,0.9899450281549541,0.9996297760022421
Erythroid,C2orf80,0.012602372,0.23446266,0.9899450281549541,0.9996297760022421
Erythroid,AC006372.3,0.012602372,0.4413183,0.9899450281549541,0.9996297760022421
Erythroid,AC087276.2,0.012602372,-2.3363833,0.9899450281549541,0.9996297760022421
Erythroid,GDF5OS,0.012602372,-1.6678773,0.9899450281549541,0.9996297760022421
Erythroid,AC105020.2,0.012602372,-0.9030499,0.9899450281549541,0.9996297760022421
Erythroid,MNX1-AS2,0.012602372,-1.3529501,0.9899450281549541,0.9996297760022421
Erythroid,MTRNR2L13,0.012602372,0.16843617,0.9899450281549541,0.9996297760022421
Erythroid,AC087203.3,0.012602372,0.4044354,0.9899450281549541,0.9996297760022421
Erythroid,U52111.1,0.012602372,-1.7047644,0.9899450281549541,0.9996297760022421
Erythroid,AC002401.1,0.012602372,0.047573164,0.9899450281549541,0.9996297760022421
Erythroid,Z99916.3,0.012602372,-0.8307542,0.9899450281549541,0.9996297760022421
Erythroid,U91328.3,0.012602372,-0.76905113,0.9899450281549541,0.9996297760022421
Erythroid,GDA,0.012602372,-1.3351537,0.9899450281549541,0.9996297760022421
Erythroid,AL133406.2,0.012602372,0.77225816,0.9899450281549541,0.9996297760022421
Erythroid,RNF217-AS1,0.011887358,-1.5881304,0.990515484426596,0.9996297760022421
Erythroid,AC008121.3,0.011725468,0.6955531,0.9906446450207855,0.9996297760022421
Erythroid,AL049552.2,0.011721613,0.3397378,0.9906477202760299,0.9996297760022421
Erythroid,EIF1AX-AS1,0.011717758,0.27640992,0.9906507955314131,0.9996297760022421
Erythroid,AC073270.2,0.011717758,0.123520434,0.9906507955314131,0.9996297760022421
Erythroid,AL136115.1,0.011713903,-0.85259026,0.9906538707869353,0.9996297760022421
Erythroid,PTGER3,0.011713903,-1.7736189,0.9906538707869353,0.9996297760022421
Erythroid,AC012358.1,0.011713903,-0.45914412,0.9906538707869353,0.9996297760022421
Erythroid,AMPD1,0.011713903,-0.250226,0.9906538707869353,0.9996297760022421
Erythroid,AC104984.1,0.01171005,-0.08376063,0.9906569460425964,0.9996297760022421
Erythroid,LINC02100,0.01171005,-0.8670514,0.9906569460425964,0.9996297760022421
Erythroid,AC083900.1,0.011706195,-0.24760908,0.9906600212983961,0.9996297760022421
Erythroid,G2E3-AS1,0.011706195,-0.6943184,0.9906600212983961,0.9996297760022421
Erythroid,DPYD-AS2,0.011706195,-0.9175427,0.9906600212983961,0.9996297760022421
Erythroid,AC087749.1,0.011706195,-0.7472432,0.9906600212983961,0.9996297760022421
Erythroid,AC068831.4,0.01170234,-1.011827,0.9906630965543347,0.9996297760022421
Erythroid,SERPINE3,0.01170234,-1.3981535,0.9906630965543347,0.9996297760022421
Erythroid,IGLON5,0.01170234,-1.0699399,0.9906630965543347,0.9996297760022421
Erythroid,NAT16,0.01170234,-2.363062,0.9906630965543347,0.9996297760022421
Erythroid,AC008443.6,0.01170234,-1.3554223,0.9906630965543347,0.9996297760022421
Erythroid,AC079145.1,0.011698485,-2.313264,0.9906661718104119,0.9996297760022421
Erythroid,IGLVI-70,0.011698485,-1.7484453,0.9906661718104119,0.9996297760022421
Erythroid,AC023481.1,0.011698485,-2.5101376,0.9906661718104119,0.9996297760022421
Erythroid,C19orf84,0.011698485,-2.0989017,0.9906661718104119,0.9996297760022421
Erythroid,AL031005.2,0.011698485,-2.4120252,0.9906661718104119,0.9996297760022421
Erythroid,TENT5B,0.011698485,-1.4542284,0.9906661718104119,0.9996297760022421
Erythroid,AC100774.1,0.011698485,-2.272777,0.9906661718104119,0.9996297760022421
Erythroid,PSPC1-AS2,0.011698485,-2.2187645,0.9906661718104119,0.9996297760022421
Erythroid,AC099508.1,0.011698485,-1.3745481,0.9906661718104119,0.9996297760022421
Erythroid,RGS20,0.011698485,-1.1412241,0.9906661718104119,0.9996297760022421
Erythroid,AC034198.2,0.011698485,-1.5702366,0.9906661718104119,0.9996297760022421
Erythroid,FO393418.1,0.011698485,-1.6688334,0.9906661718104119,0.9996297760022421
Erythroid,AC087498.1,0.011698485,-1.1959013,0.9906661718104119,0.9996297760022421
Erythroid,AC092354.2,0.011698485,-1.4038098,0.9906661718104119,0.9996297760022421
Erythroid,AC021422.1,0.011698485,-1.7423553,0.9906661718104119,0.9996297760022421
Erythroid,HIGD2B,0.011698485,-1.550247,0.9906661718104119,0.9996297760022421
Erythroid,AC117395.1,0.011698485,-1.0749086,0.9906661718104119,0.9996297760022421
Erythroid,AC084357.2,0.011698485,-1.7258977,0.9906661718104119,0.9996297760022421
Erythroid,AC012325.1,0.011698485,-2.0323856,0.9906661718104119,0.9996297760022421
Erythroid,XKR5,0.011698485,-1.3746618,0.9906661718104119,0.9996297760022421
Erythroid,FOCAD-AS1,0.011698485,-1.1568156,0.9906661718104119,0.9996297760022421
Erythroid,SULT2A1,0.011698485,-1.2997617,0.9906661718104119,0.9996297760022421
Erythroid,AL645940.1,0.0109892525,-0.7921273,0.9912320212413624,0.9996297760022421
Erythroid,SYT15,0.010904454,-1.4755543,0.9912996774523529,0.9996297760022421
Erythroid,AC011726.2,0.010863981,1.4691511,0.9913319679387739,0.9996297760022421
Erythroid,AC092118.2,0.010825436,-0.2969384,0.991362720796185,0.9996297760022421
Erythroid,AC084809.1,0.010813872,-0.3748291,0.9913719466559127,0.9996297760022421
Erythroid,LDLRAD4-AS1,0.010810018,-0.5023927,0.991375021942745,0.9996297760022421
Erythroid,PDE11A,0.01080809,-1.8069482,0.9913765595862092,0.9996297760022421
Erythroid,SATL1,0.010802308,-1.308877,0.991381172516794,0.9996297760022421
Erythroid,AC022079.2,0.0107946,-1.1377617,0.9913873230913552,0.9996297760022421
Erythroid,AP006216.1,0.0107946,-1.3238546,0.9913873230913552,0.9996297760022421
Erythroid,MTRNR2L5,0.0107946,-1.1076113,0.9913873230913552,0.9996297760022421
Erythroid,AC004542.2,0.010790745,-1.7980084,0.9913903983788278,0.9996297760022421
Erythroid,AC010198.2,0.01078689,-1.7720932,0.9913934736664283,0.9996297760022421
Erythroid,GLT8D2,0.01078689,-1.2472538,0.9913934736664283,0.9996297760022421
Erythroid,SPAG6,0.01078689,-1.8197501,0.9913934736664283,0.9996297760022421
Erythroid,TSSK4,0.01078689,-1.2705703,0.9913934736664283,0.9996297760022421
Erythroid,AC243654.1,0.01078689,-2.0210102,0.9913934736664283,0.9996297760022421
Erythroid,ZNF84-DT,0.010783036,-2.1590877,0.9913965489541566,0.9996297760022421
Erythroid,KCNIP2-AS1,0.010783036,-1.586932,0.9913965489541566,0.9996297760022421
Erythroid,PHACTR3,0.0107791815,-1.6892892,0.9913996242420128,0.9996297760022421
Erythroid,AP002954.2,0.0107791815,-0.9999213,0.9913996242420128,0.9996297760022421
Erythroid,AL391262.1,0.0107791815,-1.622845,0.9913996242420128,0.9996297760022421
Erythroid,AL513365.2,0.0107791815,-2.175922,0.9913996242420128,0.9996297760022421
Erythroid,AL844908.2,0.0107791815,-1.9442041,0.9913996242420128,0.9996297760022421
Erythroid,AC027682.1,0.010671254,-0.75789493,0.9914857323536947,0.9996297760022421
Erythroid,LIPT1,0.010466965,-1.392678,0.9916487229786538,0.9996297760022421
Erythroid,CCZ1B,0.010208711,-1.2555493,0.9918547682288787,0.9996297760022421
Erythroid,AC007599.2,0.010087294,-0.49212396,0.9919516404380814,0.9996297760022421
Erythroid,RHOA-IT1,0.00991384,-0.48127854,0.9920900295138327,0.9996297760022421
Erythroid,AKNAD1,0.009906131,-1.2826245,0.9920961801449758,0.9996297760022421
Erythroid,UBE2L5,0.009890713,-1.0032357,0.9921084814086706,0.9996297760022421
Erythroid,LINC02449,0.009883004,-1.7488655,0.9921146320412216,0.9996297760022421
Erythroid,AC092171.2,0.009867586,-2.0388973,0.9921269333077293,0.9996297760022421
Erythroid,LINC00958,0.009863731,-1.029858,0.9921300086246487,0.9996297760022421
Erythroid,AC002059.1,0.009859877,-1.7190894,0.9921330839416851,0.9996297760022421
Erythroid,AC015802.4,0.009856022,-1.8343455,0.9921361592588382,0.9996297760022421
Erythroid,AL354710.2,0.009844459,-2.5610378,0.9921453852109988,0.9996297760022421
Erythroid,AQP11,0.009682569,-2.2149868,0.9922745486509617,0.9996297760022421
Erythroid,LINC00654,0.009067772,-0.24652168,0.9927650640064776,0.9996297760022421
Erythroid,NPIPA2,0.008971409,-1.0624417,0.992841947543662,0.9996297760022421
Erythroid,C4orf36,0.008955991,-1.4628577,0.9928542489157982,0.9996297760022421
Erythroid,AC136297.1,0.008936718,-1.1150259,0.9928696256333568,0.9996297760022421
Erythroid,MAFTRR,0.008925155,-1.3875732,0.9928788516651635,0.9996297760022421
Erythroid,AC004817.5,0.008925155,-1.5352482,0.9928788516651635,0.9996297760022421
Erythroid,VN1R1,0.0089213,-2.2532792,0.9928819270093108,0.9996297760022421
Erythroid,NOS1AP,0.0089213,-2.234584,0.9928819270093108,0.9996297760022421
Erythroid,GDF9,0.008902027,-1.700718,0.9928973037316323,0.9996297760022421
Erythroid,ZC2HC1C,0.0087729,-2.0665414,0.9930003278389572,0.9996297760022421
Erythroid,NEIL2,0.008441411,-1.0939652,0.9932648081671307,0.9996297760022421
Erythroid,AC013403.2,0.008075232,-0.6502961,0.993556967528312,0.9996297760022421
Erythroid,HIST2H3PS2,0.008032831,-0.93678415,0.9935907965635283,0.9996297760022421
Erythroid,AL139099.1,0.008025123,-1.1472274,0.9935969472984436,0.9996297760022421
Erythroid,LRRD1,0.008001995,-0.9865432,0.9936153995054714,0.9996297760022421
Erythroid,AOC2,0.007978869,-2.098958,0.9936338517159139,0.9996297760022421
Erythroid,SLC35B3,0.0071520726,-1.1130557,0.9942935204008803,0.9996297760022421
Erythroid,AC112484.3,0.0071366546,-0.8511316,0.9943058219532697,0.9996297760022421
Erythroid,AC073352.1,0.007032582,-1.3952816,0.9943888574671562,0.9996297760022421
Erythroid,AC005911.1,0.00697091,-2.108616,0.9944380637263428,0.9996297760022421
Erythroid,SPAG16,0.0065931664,-1.2987301,0.9947394525184806,0.9996297760022421
Erythroid,C1orf50,0.006560403,-1.4493157,0.9947655934190974,0.9996297760022421
Erythroid,TAF4B,0.0064929486,-1.5717307,0.9948194129380286,0.9996297760022421
Erythroid,TTC30A,0.006138332,-1.713476,0.995102350219529,0.9996297760022421
Erythroid,AC114939.1,0.0060092057,-1.5939513,0.9952053764496925,0.9996297760022421
Erythroid,AK8,0.0059841513,-1.9739246,0.995225366623068,0.9996297760022421
Erythroid,AP001033.1,0.0059783696,-1.9565463,0.995229979740427,0.9996297760022421
Erythroid,AP001885.2,0.005962951,-2.14382,0.9952422813874965,0.9996297760022421
Erythroid,PPP1R32,0.005951388,-0.9998235,0.9952515076235411,0.9996297760022421
Erythroid,AC009276.1,0.005866588,1.8158274,0.995319166707189,0.9996297760022421
Erythroid,AC008840.1,0.005866588,0.9535052,0.995319166707189,0.9996297760022421
Erythroid,LINC01752,0.005866588,0.7931551,0.995319166707189,0.9996297760022421
Erythroid,NOX4,0.005866588,1.7035953,0.995319166707189,0.9996297760022421
Erythroid,MAB21L2,0.005866588,0.9964715,0.995319166707189,0.9996297760022421
Erythroid,AL591686.2,0.005862734,0.41517872,0.9953222421208856,0.9996297760022421
Erythroid,LINC02718,0.005862734,0.14711437,0.9953222421208856,0.9996297760022421
Erythroid,AC020612.4,0.005862734,-0.066148445,0.9953222421208856,0.9996297760022421
Erythroid,ACSM2A,0.005862734,0.49494573,0.9953222421208856,0.9996297760022421
Erythroid,FZD4-DT,0.005862734,-0.8492012,0.9953222421208856,0.9996297760022421
Erythroid,LINC02533,0.005862734,0.95288086,0.9953222421208856,0.9996297760022421
Erythroid,AC004477.3,0.005862734,0.9462614,0.9953222421208856,0.9996297760022421
Erythroid,SHC3,0.005862734,0.04911724,0.9953222421208856,0.9996297760022421
Erythroid,AC067930.1,0.005858879,-1.077563,0.9953253175346516,0.9996297760022421
Erythroid,AC114928.1,0.005858879,-0.18244137,0.9953253175346516,0.9996297760022421
Erythroid,AL138701.2,0.005858879,-1.7000437,0.9953253175346516,0.9996297760022421
Erythroid,AL645941.1,0.005858879,-0.3504281,0.9953253175346516,0.9996297760022421
Erythroid,AC243965.2,0.005858879,-0.9055583,0.9953253175346516,0.9996297760022421
Erythroid,PHYHIP,0.005858879,-0.45261112,0.9953253175346516,0.9996297760022421
Erythroid,ERAS,0.005858879,-0.37999102,0.9953253175346516,0.9996297760022421
Erythroid,AL136981.3,0.005858879,-0.55060256,0.9953253175346516,0.9996297760022421
Erythroid,AC090589.2,0.005858879,0.05468558,0.9953253175346516,0.9996297760022421
Erythroid,AP000944.7,0.005858879,-1.0547655,0.9953253175346516,0.9996297760022421
Erythroid,AL353795.2,0.005858879,-0.80618584,0.9953253175346516,0.9996297760022421
Erythroid,LINC02250,0.005858879,-0.66530657,0.9953253175346516,0.9996297760022421
Erythroid,AC092040.1,0.005858879,0.5203606,0.9953253175346516,0.9996297760022421
Erythroid,AC060834.2,0.005858879,-1.0795869,0.9953253175346516,0.9996297760022421
Erythroid,AL034374.1,0.005858879,-2.0772097,0.9953253175346516,0.9996297760022421
Erythroid,SLC6A3,0.005858879,0.031583074,0.9953253175346516,0.9996297760022421
Erythroid,AC022405.1,0.005858879,-0.3336975,0.9953253175346516,0.9996297760022421
Erythroid,AC069234.1,0.005858879,-0.30253604,0.9953253175346516,0.9996297760022421
Erythroid,LINC02274,0.005858879,-0.77175736,0.9953253175346516,0.9996297760022421
Erythroid,SRCIN1,0.005855025,-1.5671923,0.9953283929484871,0.9996297760022421
Erythroid,LINC01297,0.005855025,-1.9665478,0.9953283929484871,0.9996297760022421
Erythroid,ZNF488,0.005855025,-0.872186,0.9953283929484871,0.9996297760022421
Erythroid,LINC00906,0.005855025,-0.5953671,0.9953283929484871,0.9996297760022421
Erythroid,AL391261.4,0.005855025,-0.5544551,0.9953283929484871,0.9996297760022421
Erythroid,LMLN2,0.005855025,-1.4521646,0.9953283929484871,0.9996297760022421
Erythroid,AL356489.3,0.005855025,-0.30898732,0.9953283929484871,0.9996297760022421
Erythroid,AC107067.1,0.005855025,-1.0070832,0.9953283929484871,0.9996297760022421
Erythroid,AC010271.2,0.005855025,-0.8916179,0.9953283929484871,0.9996297760022421
Erythroid,AC008567.3,0.005855025,-1.3938403,0.9953283929484871,0.9996297760022421
Erythroid,AC004771.2,0.005855025,-2.3851488,0.9953283929484871,0.9996297760022421
Erythroid,AL390955.2,0.005855025,-1.2204243,0.9953283929484871,0.9996297760022421
Erythroid,AC096733.1,0.005855025,-2.3025768,0.9953283929484871,0.9996297760022421
Erythroid,AL121906.2,0.005855025,-1.8025981,0.9953283929484871,0.9996297760022421
Erythroid,AC004771.5,0.005855025,-0.879517,0.9953283929484871,0.9996297760022421
Erythroid,CHSY3,0.005855025,-2.758608,0.9953283929484871,0.9996297760022421
Erythroid,PCDHGA11,0.005855025,-2.4568288,0.9953283929484871,0.9996297760022421
Erythroid,AL589765.7,0.005855025,-2.0775692,0.9953283929484871,0.9996297760022421
Erythroid,AL589765.4,0.005855025,-2.28677,0.9953283929484871,0.9996297760022421
Erythroid,SPATA48,0.005855025,-2.1372316,0.9953283929484871,0.9996297760022421
Erythroid,AC234582.2,0.005855025,-1.8825487,0.9953283929484871,0.9996297760022421
Erythroid,TEX43,0.005855025,-1.3808078,0.9953283929484871,0.9996297760022421
Erythroid,LINC02814,0.005855025,-1.3200984,0.9953283929484871,0.9996297760022421
Erythroid,AC104335.2,0.005855025,-0.85387367,0.9953283929484871,0.9996297760022421
