names,scores,logfoldchanges,pvals,pvals_adj
CD53,10.436442,0.48023418,1.6902721856518496e-25,4.414493477510132e-24
FAM53B,10.406581,1.61637,2.313829421164689e-25,6.022897983291685e-24
ISG20,10.404413,0.46162033,2.367093070714377e-25,6.1547047022892025e-24
CCDC112,10.366782,2.2120697,3.5115223277826705e-25,9.059959644599628e-24
CAT,10.345238,1.3560097,4.398217328013785e-25,1.1335207628534535e-23
HIP1R,10.338762,2.2735612,4.7057808746447155e-25,1.2101243529122036e-23
CYSLTR1,10.323111,1.7937325,5.5398810145184255e-25,1.4214982752149304e-23
KDM4B,10.297053,1.9337505,7.265308293078377e-25,1.8621923127127695e-23
LHPP,10.279455,2.649774,8.721946382000944e-25,2.2282337828913427e-23
JUP,10.273731,5.9795766,9.255443571286799e-25,2.359382769799084e-23
CSNK1G3,10.261905,1.2890664,1.0462283932189158e-24,2.66412962694995e-23
DERL3,10.215545,5.8463936,1.6892773392541564e-24,4.278345970454824e-23
GCA,10.154918,1.8792182,3.1507732262293398e-24,7.945442881687272e-23
CHD7,10.135831,1.8493594,3.831042677486235e-24,9.650520086609679e-23
LDLRAD4,10.11928,2.3046007,4.537436009568153e-24,1.1405419892291107e-22
RGS19,10.111445,0.8083605,4.9153433465311364e-24,1.2342095238926574e-22
MT-ND5,10.06829,0.29908255,7.629285460689738e-24,1.8993758819083792e-22
CORO1C,10.056174,3.6706405,8.628664439352238e-24,2.145899382385402e-22
RBM39,10.049871,0.35006303,9.198730034424896e-24,2.285245477375101e-22
HBA2,10.046951,0.27100146,9.475317452738006e-24,2.3514646394628522e-22
SIPA1L3,10.042149,3.0298417,9.948343385566857e-24,2.466241698345765e-22
TXNDC5,10.040681,3.1715612,1.0097504823996858e-23,2.5005734197861986e-22
IFNAR1,10.038582,1.0164086,1.0314678015000545e-23,2.551657464175478e-22
WDR11,10.0309105,1.6610444,1.1148325369143206e-23,2.754976987583522e-22
HCK,9.980795,5.4328203,1.8497874272751942e-23,4.556779185991164e-22
HRK,9.958436,7.3805375,2.3167891914175286e-23,5.68924742005644e-22
RHOB,9.9392805,1.7557255,2.808478300962249e-23,6.875049232669028e-22
MT-ATP8,9.907142,0.6680552,3.8757670726244463e-23,9.458082834413846e-22
FAM43A,9.901834,2.0787704,4.087139376711866e-23,9.95316155698845e-22
PNPLA8,9.884372,1.2138051,4.8662370063261755e-23,1.1825864558838517e-21
INPP5D,9.878217,0.97420806,5.1745604145554827e-23,1.2549112508467007e-21
CIAO2A,9.866106,1.3921784,5.838748420857727e-23,1.4130615625561362e-21
UHRF2,9.837292,1.4638952,7.777647905698404e-23,1.876487718710572e-21
CLIC4,9.829331,6.531078,8.41755289076659e-23,2.0287861272838363e-21
TRIM44,9.800981,0.84532857,1.1149823409493901e-22,2.684552035089554e-21
SAV1,9.78929,2.3378687,1.2517120120442593e-22,3.0106629677783226e-21
SETBP1,9.7731285,3.6964028,1.468457644875712e-22,3.5247497178794365e-21
TRAF5,9.754042,1.2917298,1.772665013886919e-22,4.246239599215629e-21
AGPAT5,9.702484,1.7465155,2.942449057912262e-22,7.005361186962455e-21
LINC01857,9.691358,9.308058,3.281378702791253e-22,7.804351154344232e-21
MME,9.68999,7.325959,3.325624151021603e-22,7.878404825674159e-21
OGFRL1,9.68819,2.0266857,3.384724174473198e-22,8.009488205594305e-21
SIAH2,9.68023,1.0343562,3.658899886737866e-22,8.63212967236737e-21
DTX1,9.679726,4.590161,3.6770196401581935e-22,8.666150815893963e-21
ICOSLG,9.662044,4.368339,4.370578953393693e-22,1.0249204518634038e-20
KYNU,9.657624,5.559523,4.5632382897242625e-22,1.0690298341337031e-20
TNFRSF13B,9.601873,6.087339,7.850416119218886e-22,1.8281480956753562e-20
CSK,9.566852,0.63413906,1.1021095954606521e-21,2.5614207830214977e-20
CNR2,9.557287,3.8617222,1.2088403231741952e-21,2.8039111139605814e-20
OGA,9.552852,0.8659107,1.2617412267244099e-21,2.923720249107097e-20
FADS3,9.550721,3.2767773,1.287964466043862e-21,2.9785926501490184e-20
CD200,9.549816,5.420186,1.2992637107489705e-21,3.001760448887192e-20
ZNF318,9.5485115,1.9168569,1.3157284986185736e-21,3.036805077550475e-20
AC007384.1,9.505956,1.8159717,1.9821946490414438e-21,4.557102457614711e-20
AP1B1,9.468424,1.9288715,2.8409774760684913e-21,6.505921733319311e-20
MOB1A,9.450894,0.6077346,3.3594777951920912e-21,7.685789678512218e-20
LINC01215,9.447311,1.9281933,3.4764447236776166e-21,7.93788211906389e-20
TFEB,9.421396,2.4988713,4.45129415429807e-21,1.0124317296382611e-19
KMO,9.36746,6.6525865,7.429849388139462e-21,1.681730257158871e-19
ADARB1,9.361042,1.7621342,7.895393892627711e-21,1.7853802386350327e-19
DUSP1,9.355928,0.22344252,8.286852883266e-21,1.8720935631270257e-19
SH3BGRL,9.299657,0.5314205,1.4089909462139854e-20,3.1617270974094864e-19
SCAF11,9.288635,0.52543455,1.5627877896255246e-20,3.500136668026497e-19
RRAS2,9.275968,1.8293948,1.760148380721757e-20,3.9346370338901335e-19
EIF1AY,9.267681,0.802785,1.9023666081482744e-20,4.2484978578731767e-19
TBC1D9,9.236831,6.439901,2.539061265115022e-20,5.659618292849631e-19
RELB,9.222652,2.193109,2.898399325729175e-20,6.448319183652174e-19
IGHA1,9.189567,2.1258767,3.944285689613376e-20,8.750263338122402e-19
WSB1,9.173326,0.6641121,4.586463954367534e-20,1.0155679684212495e-18
DOK3,9.16171,5.3670325,5.1081630104825394e-20,1.1300182705058966e-18
METTL8,9.144843,1.8829333,5.971667678625942e-20,1.3185509774474074e-18
STIM2,9.131785,1.027453,6.737900566761772e-20,1.4863351843458383e-18
SNX10,9.115434,1.6392666,7.835626698803775e-20,1.7252370927901884e-18
NFKB2,9.10216,1.4205742,8.855244019033456e-20,1.946076938404285e-18
ITSN2,9.08825,0.91068846,1.0064542618263488e-19,2.207697002978078e-18
MYO1C,9.080117,3.4315925,1.0845815064115626e-19,2.3724081186464683e-18
SH2B2,9.058873,5.6334934,1.318049839972338e-19,2.8777216776357838e-18
MED13L,9.025829,1.0293378,1.78339713044945e-19,3.88286659619324e-18
SEMA4B,9.024998,3.6740282,1.7969885457976177e-19,3.908825502544177e-18
FAM126A,9.01618,1.9730241,1.9476140099904768e-19,4.228614774054393e-18
ZNF107,8.976844,1.5773937,2.7864397994940744e-19,6.0330799614369395e-18
BTG2,8.972993,0.34994707,2.885639213943972e-19,6.23633485840087e-18
BEND5,8.923872,2.9934533,4.502660944846392e-19,9.704124926855237e-18
NOTCH2,8.896888,1.7560668,5.743439886516406e-19,1.2366871895351086e-17
BMP2K,8.874803,2.8890104,7.005764089002951e-19,1.5071077622871635e-17
IGHG3,8.871083,3.4233048,7.243795972340055e-19,1.5568844793028482e-17
CDK13,8.866485,0.77967966,7.549118917093794e-19,1.6210193297044574e-17
PIK3C2B,8.855884,2.8822877,8.302316718896586e-19,1.7811206389522924e-17
CXCR5,8.843147,2.9341717,9.3059485331521e-19,1.992782964224445e-17
SCIMP,8.789012,5.08099,1.508811586054595e-18,3.2192102938525493e-17
TMEM131L,8.767268,1.3171146,1.830532830626809e-18,3.9020830412278667e-17
SELL,8.741421,0.5661015,2.3019622518217164e-18,4.893654235338235e-17
CNTNAP2,8.738938,7.2636237,2.353120796710069e-18,4.9978749686787656e-17
RABEP1,8.730531,1.0124836,2.5347990689231554e-18,5.3788711764187284e-17
CHML,8.7175045,2.0242708,2.843998756304e-18,6.024083079921683e-17
SKIL,8.7068405,1.938308,3.1246156049532442e-18,6.606531568342929e-17
HNRNPA2B1,8.686002,0.19149996,3.754180689946672e-18,7.91621881398566e-17
BACH1,8.684666,1.4941816,3.7985757135271045e-18,8.002628888561104e-17
PPP1R14B,8.642983,0.9059827,5.476401047411265e-18,1.149602574710607e-16
CYB5A,8.610691,0.9923007,7.262130508528391e-18,1.5190172448508448e-16
SIPA1L1,8.604083,1.55233,7.692895034719153e-18,1.604821477990789e-16
PNN,8.601374,0.5392344,7.876726234059858e-18,1.6417087676629919e-16
HIST1H2AC,8.588932,1.0870014,8.778150347590155e-18,1.824718085119739e-16
DEF8,8.563711,1.9615194,1.0929172915094934e-17,2.2618174371195145e-16
RP9,8.540431,1.2850455,1.337220566346907e-17,2.760093939014008e-16
THRAP3,8.515673,0.48422536,1.656256764165332e-17,3.409589386124889e-16
ZDHHC21,8.498917,1.7979554,1.913680845910341e-17,3.93261413834575e-16
TUT4,8.484901,0.62841076,2.159014903199578e-17,4.4328871285939096e-16
ERICH1,8.48447,0.7734989,2.1670393137445424e-17,4.445466725314658e-16
RNGTT,8.4753895,1.6122366,2.3429392052105767e-17,4.802102953671757e-16
FOXO1,8.463469,0.9959584,2.595408975797438e-17,5.301015351003189e-16
CEPT1,8.451158,1.4080281,2.884284272118053e-17,5.875663273296488e-16
AFTPH,8.42499,1.2382088,3.6078226252067e-17,7.343219864528007e-16
GSAP,8.423917,1.8264642,3.641042038963129e-17,7.404400333922675e-16
GNB4,8.422175,3.9354868,3.6955852438745926e-17,7.508800998113623e-16
SF1,8.397785,0.3039683,4.5497872337967546e-17,9.227840278339627e-16
TMEM131,8.382681,1.258733,5.173559540094244e-17,1.047545197457112e-15
HMGN2,8.362737,0.30818906,6.127994599014397e-17,1.2301673476530445e-15
CBFA2T3,8.356592,5.000897,6.45562276847268e-17,1.294827693467547e-15
TIFA,8.355472,1.6447532,6.517205414748181e-17,1.3060613451779782e-15
ITGAE,8.342319,0.9622032,7.284777885844267e-17,1.4561475386661574e-15
RNF41,8.3255415,1.6520264,8.394411211798351e-17,1.6750926018637134e-15
PTK2B,8.289998,0.95119697,1.1324998888079074e-16,2.2541270089297236e-15
AC027097.1,8.271422,2.2493844,1.3237070528695423e-16,2.6280072142012515e-15
C7orf50,8.260105,0.987197,1.4554367743135806e-16,2.8846461346737945e-15
GNAS,8.233301,0.14760038,1.8212390265728481e-16,3.591428171340245e-15
B4GALT1,8.215598,1.0552579,2.1110995336459298e-16,4.152538100312611e-15
PLCG2,8.20737,0.29591683,2.26086748990662e-16,4.443401232050536e-15
AEBP1,8.194465,3.1558907,2.517113176048817e-16,4.938727837126937e-15
ATP6V0A1,8.189498,2.9823236,2.623177475541e-16,5.1382256454430604e-15
ACSM3,8.169102,3.596608,3.1069511389459657e-16,6.0807472290799615e-15
OPN3,8.16614,2.7381358,3.184152918331446e-16,6.2266402685935546e-15
RPL15,8.147968,-0.23589246,3.700901904226943e-16,7.219069850984563e-15
TBC1D22A,8.135162,1.223981,4.113850713401351e-16,8.01123696283071e-15
WASF2,8.125541,0.49273792,4.453732138921743e-16,8.658720565852256e-15
BCL10,8.124188,1.0497484,4.503656036096122e-16,8.748519896983736e-15
ZBTB18,8.111304,1.9686359,5.007925530232025e-16,9.703943043568705e-15
NASP,8.098257,0.56555694,5.575213712446122e-16,1.0794258813345066e-14
ZNF706,8.058927,0.44144058,7.696759794394912e-16,1.48161044949293e-14
CNTRL,8.035793,0.7763624,9.29751141263889e-16,1.7868154213608802e-14
HSPA4,8.025219,0.9901081,1.0134491003343306e-15,1.946071481437079e-14
VPREB1,7.999514,5.2231197,1.2491125538235487e-15,2.394677561245849e-14
ATF7IP,7.960788,0.7397338,1.7094706560504466e-15,3.266539074983182e-14
MT-ND6,7.948083,0.54928213,1.894201024233937e-15,3.610695475567814e-14
DTNBP1,7.946973,1.1142699,1.9112451882937957e-15,3.640222847655183e-14
EIF4G2,7.9263287,0.3695968,2.2571973163562737e-15,4.2851994757113794e-14
DOP1B,7.9236245,1.9164375,2.306855350788326e-15,4.375927150033855e-14
MARCH3,7.922178,3.3090901,2.333863545959952e-15,4.423577774369239e-14
GRN,7.9206204,1.5324906,2.3632821915112e-15,4.4757164026299824e-14
CHCHD10,7.9131603,0.57143486,2.5093561942502758e-15,4.744688261719226e-14
CMTM6,7.8864613,0.6755414,3.1087658080658915e-15,5.863853187243127e-14
SLC50A1,7.874992,1.3119694,3.4076434920224994e-15,6.41211759739848e-14
CYBC1,7.8669744,0.80780417,3.63320960474554e-15,6.831075554604636e-14
OSBPL11,7.8404593,1.3749313,4.489020848681619e-15,8.419879217138854e-14
MGAT5,7.8383284,1.6776986,4.565835562110744e-15,8.557106377085472e-14
ENTPD1,7.837676,3.6475043,4.589611833713466e-15,8.594791081407304e-14
SETX,7.8217773,0.7081001,5.208264388856483e-15,9.722231859580941e-14
MAP4K4,7.8185997,0.82377964,5.3414135030809045e-15,9.954916001326679e-14
RNASET2,7.804111,0.37832516,5.992239779763889e-15,1.112362926470116e-13
TRA2A,7.798445,0.6514995,6.267465123246619e-15,1.1625329013642006e-13
EIF1B,7.7940207,0.5548749,6.490998935263963e-15,1.2030429751299754e-13
BCAS4,7.787744,1.0477246,6.821610896446396e-15,1.2623213149372016e-13
USP8,7.7668214,0.8562774,8.04802427828994e-15,1.4857451912332422e-13
WWC3,7.7311993,1.7907387,1.0653807132248916e-14,1.9575430563701599e-13
TMED8,7.7259226,2.427839,1.1104613051980658e-14,2.035585054528567e-13
EPB41L2,7.697387,3.3786323,1.3887674434494808e-14,2.539785706299062e-13
CR1,7.684745,4.160272,1.5330209545896836e-14,2.797046877194121e-13
CLIC1,7.6725235,0.30008054,1.6864476232342757e-14,3.0745843166933366e-13
MRPL52,7.666747,0.5711228,1.764130278376372e-14,3.213707622980036e-13
RBM26,7.649065,0.72401536,2.024458060561827e-14,3.676509998820304e-13
RASSF2,7.6386166,1.390022,2.195677672364725e-14,3.981280250037803e-13
PRCP,7.6237597,1.7195106,2.4639167189308888e-14,4.4607555621633643e-13
ATP6V0B,7.616205,0.5782416,2.6124258342822163e-14,4.722322532386534e-13
NUMB,7.5941825,1.270367,3.097413030609227e-14,5.594687360684839e-13
KHDRBS2,7.587159,10.1116495,3.2699515099048486e-14,5.901783823000068e-13
MGME1,7.584366,1.9193133,3.341176546321735e-14,6.02569229797377e-13
NPC2,7.570608,0.698441,3.71480804254553e-14,6.678956869740149e-13
SPCS2,7.5593286,0.41907436,4.0515485293487716e-14,7.273228153030933e-13
ANKRD10,7.523812,1.0350846,5.320186850734173e-14,9.536038052957113e-13
ZBTB10,7.520329,0.96254176,5.463851404707804e-14,9.786058628294322e-13
AFF4,7.5178304,0.8863442,5.569277448250544e-14,9.967262244474064e-13
SLC25A5,7.516252,0.44351074,5.636890104552339e-14,1.0080566754148676e-12
BICD2,7.4941297,1.5259815,6.673979794046173e-14,1.1926111718925987e-12
TMBIM4,7.4842124,0.3787141,7.197736471775368e-14,1.2822918047473883e-12
TMEM19,7.47308,1.6270517,7.833896228866773e-14,1.3935055956997865e-12
ABCB4,7.452536,6.6375856,9.156265725838404e-14,1.6262610853617611e-12
ITM2C,7.4475017,1.6473482,9.512443483328609e-14,1.6882425263934798e-12
ACTR2,7.4440713,0.34555793,9.76286938941687e-14,1.731375784904383e-12
AIDA,7.4171405,0.7982241,1.196759798709938e-13,2.1175598039560208e-12
PLAC8,7.3995004,0.3826868,1.3669774517049764e-13,2.4132766210318374e-12
SMARCE1,7.3980274,0.60118806,1.3822234255606165e-13,2.4383545324253437e-12
REEP5,7.379298,0.5819412,1.5912589733356588e-13,2.8007831681693823e-12
KLHL14,7.3766203,6.9825363,1.6235792943693778e-13,2.8533827553782004e-12
RFX5,7.374237,1.964944,1.65288563406359e-13,2.9027100261774903e-12
IQGAP1,7.365362,0.44633153,1.766667521995162e-13,3.100203748148364e-12
SRRM2,7.3646464,0.30990514,1.7761684241685132e-13,3.114543238996689e-12
TAPBP,7.3629155,0.41871333,1.7993603240913888e-13,3.152850733918397e-12
CCR6,7.3354325,1.8928361,2.2100680143780589e-13,3.855194592169381e-12
AP1S2,7.2861214,0.8990682,3.1900573820384945e-13,5.544026282567939e-12
ANKRD13A,7.2847743,1.020863,3.222087625166478e-13,5.595540903986292e-12
HIF1A,7.279487,0.8935774,3.3509136984831437e-13,5.806350237748862e-12
MOB3B,7.2744474,5.750222,3.4784181843573195e-13,6.018382777321929e-12
NUAK2,7.262684,1.9991455,3.794846126675354e-13,6.556184381240672e-12
SHMT2,7.247979,1.473575,4.2303526763921723e-13,7.303203548256406e-12
UTP6,7.2478423,1.1220971,4.2346258859754404e-13,7.305197395489444e-12
LCN8,7.244912,8.137444,4.3271959971596885e-13,7.453913281283825e-12
NR4A1,7.241235,1.5933362,4.4461810824763734e-13,7.653246452547685e-12
UPF2,7.2381306,0.615541,4.54910755660784e-13,7.824665398579432e-12
TANK,7.2128043,0.76170325,5.481110092342313e-13,9.386401033136212e-12
MYL6B,7.2123466,2.130664,5.499571084934956e-13,9.41113599757277e-12
ADAM23,7.2087064,4.4396515,5.648600407227674e-13,9.645026365898156e-12
GPATCH11,7.191024,0.9485798,6.430715669582653e-13,1.0956536435731841e-11
DIPK1B,7.1854,6.62479,6.701067520386878e-13,1.1400574350043819e-11
DENND5B,7.185153,6.6814303,6.713206525858074e-13,1.1412938264243621e-11
SNRNP25,7.1847687,1.3430126,6.732103539919854e-13,1.1436765020282989e-11
ANP32A,7.1824384,0.47579166,6.847904960885889e-13,1.1616645149795344e-11
UTRN,7.1650085,0.6037489,7.778170047862035e-13,1.3175646399946775e-11
LILRB1,7.1627674,2.5566266,7.906445425862945e-13,1.3383258453156879e-11
STMN1,7.1430073,1.2221166,9.131085752800508e-13,1.5411667574269272e-11
FBXW11,7.1323066,0.9487044,9.870087742268664e-13,1.6646979520383585e-11
DUSP6,7.1163077,1.2190032,1.108566158620081e-12,1.861675942508433e-11
WASF1,7.1155133,5.6012454,1.1149705209624037e-12,1.8710898563457187e-11
YWHAZ,7.1086216,0.20713677,1.1720770704905376e-12,1.962705470363247e-11
ARL11,7.1082954,4.4980273,1.174849804923181e-12,1.9659433128525258e-11
DLEU2,7.0889716,2.0452557,1.351120892238502e-12,2.2496594983988193e-11
MACROD2,7.073541,4.8348327,1.5102890333953093e-12,2.509329162081696e-11
HECTD4,7.0590844,1.485389,1.6760350220494812e-12,2.7768368077477507e-11
KDM4C,7.056138,0.99412566,1.7119375166706366e-12,2.8343152086956185e-11
DCK,7.033521,0.7046504,2.0138543623916874e-12,3.329468323765001e-11
SPPL2B,7.0265503,1.7872267,2.1170218904980762e-12,3.4951001993444984e-11
TNFRSF17,7.0225153,7.5258245,2.1790928935596814e-12,3.5925129639284066e-11
PEG10,7.0129824,5.4298015,2.3329093531289573e-12,3.835302976544006e-11
PTEN,6.9829893,0.68314815,2.8896393735982668e-12,4.727345084168059e-11
ZNF581,6.9820952,1.09602,2.908100013431813e-12,4.754226030332665e-11
PIKFYVE,6.9648657,1.4054658,3.2871764799695696e-12,5.362721684975425e-11
AKAP9,6.962298,0.49928406,3.34766068644884e-12,5.457595469828599e-11
SP140L,6.9460363,0.7142678,3.756916287868227e-12,6.107791663836847e-11
CMTM7,6.9452105,1.0434974,3.77896367169364e-12,6.139374614200202e-11
ABI1,6.9267445,0.7686255,4.306352554850081e-12,6.981655453458328e-11
MSI2,6.9116507,0.95416284,4.790459267315742e-12,7.755776728086102e-11
ACSS1,6.9110985,1.3219196,4.809153242279901e-12,7.780665262906854e-11
STX5,6.8986564,0.99874264,5.249674561900166e-12,8.464151821172416e-11
ASAH1,6.896378,0.78444827,5.33450596122891e-12,8.595011771231752e-11
BAZ2A,6.8621135,0.8792841,6.784911386247128e-12,1.0901928603951405e-10
DENND4A,6.858457,1.1537607,6.96082092379177e-12,1.1169256971347247e-10
SIDT2,6.8567896,1.9405984,7.042532718422003e-12,1.1292636139252037e-10
ANXA4,6.85488,1.4658968,7.137256576988566e-12,1.1436696978735372e-10
GABPB1-IT1,6.8515916,0.5480563,7.303282314029676e-12,1.1694736484673495e-10
AC006230.1,6.838855,5.932307,7.982876281737746e-12,1.2756810549268089e-10
C12orf42,6.8387127,2.805167,7.990794332753267e-12,1.2760759293347704e-10
DDX54,6.816764,1.2919061,9.31140644560593e-12,1.4799071831832437e-10
PFKL,6.8106194,1.0782017,9.717958950981105e-12,1.5434754192856564e-10
RASGEF1B,6.8095512,1.5336252,9.790370655114498e-12,1.5539228545892098e-10
NFKBIA,6.802128,0.29160956,1.0308498342530025e-11,1.631737774800344e-10
PIP5K1B,6.799366,4.1390915,1.0508059936328187e-11,1.6622033769639462e-10
IER5,6.788013,0.3496672,1.1368859687976747e-11,1.7959425213097185e-10
TBC1D5,6.7725983,1.1242194,1.2648995814945698e-11,1.994132065657691e-10
ABCA1,6.76125,4.2992945,1.3680602096577069e-11,2.1538673744389178e-10
AMFR,6.75449,1.729785,1.4333868530643235e-11,2.2536881749488528e-10
IGHG2,6.7528696,3.6522107,1.4494932209869045e-11,2.2774834130154405e-10
BMP3,6.746025,7.5368156,1.5195048357185126e-11,2.3842893359931406e-10
SNX5,6.719594,0.8985632,1.8223177228051473e-11,2.853705701347339e-10
DCLRE1C,6.716727,1.3529104,1.8585216291691916e-11,2.9084559924212857e-10
CD86,6.7034845,7.030603,2.0350691387523332e-11,3.178370980903394e-10
ATP2B1-AS1,6.69845,0.5269229,2.1064173574075366e-11,3.287610888206953e-10
LINC01781,6.6904798,6.834262,2.2244028409320995e-11,3.468135453238907e-10
NT5C3A,6.690438,0.72968686,2.225042722592768e-11,3.468135453238907e-10
RNF13,6.680589,0.9278645,2.379837441331061e-11,3.7069449293924706e-10
GCNT1,6.6653166,2.8870983,2.6409570310733043e-11,4.1082138357871377e-10
UGCG,6.645451,1.0389274,3.02289975101333e-11,4.693006790390277e-10
PARVB,6.642421,1.9269366,3.08572687857179e-11,4.787372422801412e-10
RBM38,6.619346,0.5252389,3.607912598155227e-11,5.586422236416556e-10
PARVG,6.616205,0.74794495,3.685364861590577e-11,5.698814693893231e-10
TRAF4,6.6120176,2.3377535,3.7911701051395776e-11,5.854696246084699e-10
HS3ST1,6.6088924,5.7298064,3.8720563132667516e-11,5.963883185463523e-10
ZDHHC23,6.593325,4.1450973,4.3008266867610386e-11,6.619938685331857e-10
RELT,6.5627804,2.2042804,5.281368712009078e-11,8.113221299425356e-10
ZCCHC10,6.5539784,0.8511775,5.602401767829047e-11,8.595118940074073e-10
SLC43A2,6.546929,3.3516867,5.873232622726062e-11,9.004726482500226e-10
REPIN1,6.5447507,1.185116,5.959467037707504e-11,9.130963655485527e-10
GNA12,6.529899,2.0337095,6.581401583349482e-11,1.0051010097335613e-09
MAP2K3,6.510849,0.9379011,7.472717158141278e-11,1.1375136118503944e-09
NCKAP1L,6.5098023,0.7510663,7.52498290741063e-11,1.144725808908499e-09
SYNE3,6.503,1.2622782,7.87339218874103e-11,1.1953983072303054e-09
BPTF,6.4833393,0.49927765,8.971429833403778e-11,1.3577111544389554e-09
FTL,6.47367,-0.069100514,9.565077548522189e-11,1.4447522355204986e-09
JARID2,6.4649105,0.96773815,1.013588871635403e-10,1.5280145750194714e-09
