gene_id	ZT0_rep_1	ZT0_rep_2	ZT0_rep_3	ZT4_rep_1	ZT4_rep_2	ZT4_rep_3
AT1G01060	770.857201	783.846198	822.963532	38.899238	37.478814	35.88042
AT1G13930	45.226237	50.303537	49.957242	723.166406	608.961663	622.293909
AT4G31073	1.09733	2.210473	0	0	0	0
AT2G42540	23.303481	24.873777	19.163884	464.368549	556.363599	555.152293
AT5G66052	183.396388	198.382511	225.676357	9.718859	10.072184	10.714654
AT1G25145	0	0	0	5.099379	0	3.135665
