source	file	kind	detail	source_sha256	sha256	bytes
0script/tools/sample_columns.R	case/0script/tools/sample_columns.R	copy	V9 资料快照；按字节复制；2026-09-15T10:25:01.257528+00:00	fa892e2ea15e7e698240c79a04fcf8f784aaaea25fbf0a3a7f3c8432de63ce87	fa892e2ea15e7e698240c79a04fcf8f784aaaea25fbf0a3a7f3c8432de63ce87	1468
0script/tools/validation.py	case/0script/tools/validation.py	copy	V9 资料快照；按字节复制；2026-09-15T10:25:01.257528+00:00	f6e474ae04a25cd965a3b615f52391406470bad680908d781b17860b68b71c8f	f6e474ae04a25cd965a3b615f52391406470bad680908d781b17860b68b71c8f	4926
0script/samples.tsv	case/0script/samples.tsv	copy	V9 资料快照；按字节复制；2026-09-15T10:25:01.257528+00:00	bb367bc54a89956026354db7d1d7c0e4d60d63c2ce558c34412284b79246e6b5	bb367bc54a89956026354db7d1d7c0e4d60d63c2ce558c34412284b79246e6b5	1966
0script/contrasts.tsv	case/0script/contrasts.tsv	copy	V9 资料快照；按字节复制；2026-09-15T10:25:01.257528+00:00	0091a017ce24e76a2465e51c2993dd279c0ff2e6aca9a2048a651411ae96401f	0091a017ce24e76a2465e51c2993dd279c0ff2e6aca9a2048a651411ae96401f	437
0script/project.env	case/0script/project.env	copy	V9 资料快照；按字节复制；2026-09-15T10:25:01.257528+00:00	681e9e7d3174c3b5d0ae5dbf01ab74f029d8b54ab8baac2c6bdb12aa9ef9bcff	681e9e7d3174c3b5d0ae5dbf01ab74f029d8b54ab8baac2c6bdb12aa9ef9bcff	6298
2data/rawdata/raw_qc_summary.tsv	case/2data/rawdata/raw_qc_summary.tsv	copy		27707d13bce8c0257fb72cdad0ef1298648f4028b0c3d7dbc1722011e5bab038	27707d13bce8c0257fb72cdad0ef1298648f4028b0c3d7dbc1722011e5bab038	5046
2data/cleandata/qc_summary.tsv	case/2data/cleandata/qc_summary.tsv	copy		b5d79246078fc43340394ea6c9a08e115a571748ba661d1a2cd09dbdead04181	b5d79246078fc43340394ea6c9a08e115a571748ba661d1a2cd09dbdead04181	2752
2data/cleandata/fastp/ZT4_rep_1.fp.json	case/2data/cleandata/fastp/ZT4_rep_1.fp.json	copy		c0c974918680adf0b65b45002e24d2806a3b67bbcfa7fc19c82def8087ce2ef6	c0c974918680adf0b65b45002e24d2806a3b67bbcfa7fc19c82def8087ce2ef6	138628
2data/rawdata/qc/ZT4_rep_1_1_fastqc.html	case/2data/rawdata/qc/ZT4_rep_1_1_fastqc.html	copy		1d601cf2be2eb5bc8b6ba0bd686babda883861a60c3fe93b3588bcf472b574ff	1d601cf2be2eb5bc8b6ba0bd686babda883861a60c3fe93b3588bcf472b574ff	609286
2data/cleandata/qc/ZT4_rep_1_clean_1_fastqc.html	case/2data/cleandata/qc/ZT4_rep_1_clean_1_fastqc.html	copy		6424855a1abe6b5b94e0cfc80012fa7347b7482fc2db91a57fe6e63effe5dd3e	6424855a1abe6b5b94e0cfc80012fa7347b7482fc2db91a57fe6e63effe5dd3e	617510
3Salmon/quanti/mapping_summary.tsv	case/3Salmon/quanti/mapping_summary.tsv	copy		337c56bdbaed6850557e9d6696ab482a3248c04270a3de2032ffdeb8d15fd321	337c56bdbaed6850557e9d6696ab482a3248c04270a3de2032ffdeb8d15fd321	1101
4SampleHeatmapPCA/pca_variance.tsv	case/4SampleHeatmapPCA/pca_variance.tsv	copy		876c3b4f8edacd0ebfa970ccd150e71bad0c5c05ddd7c2597b7c7f32c23685fa	876c3b4f8edacd0ebfa970ccd150e71bad0c5c05ddd7c2597b7c7f32c23685fa	486
4SampleHeatmapPCA/pca_scores.tsv	case/4SampleHeatmapPCA/pca_scores.tsv	copy		7b23105f6511856c4dc6f2a6a0605bd05d48df996d74d49357c6f14c531c0e91	7b23105f6511856c4dc6f2a6a0605bd05d48df996d74d49357c6f14c531c0e91	8162
5DESeq2/DE_summary.tsv	case/5DESeq2/DE_summary.tsv	copy		a453c481568750a75846f5e427dac762f146a3d390a301b72f3875f1091e5b61	a453c481568750a75846f5e427dac762f146a3d390a301b72f3875f1091e5b61	466
