gene_id	ZT0_rep_1	ZT0_rep_2	ZT0_rep_3	ZT4_rep_1	ZT4_rep_2	ZT4_rep_3
AT1G01060	791.413	768.734	839.76	43.026	39.727	38.839
AT1G13930	46.432	49.334	50.977	799.889	645.483	673.612
AT4G31073	1.127	2.168	0	0	0	0
AT2G42540	23.925	24.394	19.555	513.635	589.73	600.933
AT5G66052	188.287	194.558	230.282	10.75	10.676	11.598
AT1G25145	0	0	0	5.64	0	3.394
